logFC	logCPM	PValue	adj.p.value
MAST4-IT1	0.623954	1.00505	0.0302723	0.166852
CNNM2	-0.488633	2.02634	0.0302751	0.166859
MAP3K11	-0.53584	2.29843	0.0302835	0.166888
JOSD2	-0.665561	1.22064	0.0302876	0.166903
FARSA	-0.994091	0.108327	0.0303016	0.166937
DNAH17-AS1	-0.539947	2.22717	0.0303808	0.167203
COTL1	-0.440683	2.70461	0.0303979	0.167267
ENO1	-0.821228	0.72338	0.0305654	0.167825
TXNL1	-0.537252	2.36838	0.0306182	0.168048
LYPLA2	-0.732332	0.986575	0.0306183	0.168048
CHST7	-0.957366	0.758208	0.0306419	0.168126
TRPS1	0.306546	3.41328	0.0307147	0.16835
RBM23	-0.557698	1.85679	0.0307783	0.168566
SUPT3H	0.365748	2.75721	0.0308092	0.168684
DUSP4	-0.624375	1.22331	0.0308367	0.168766
TSGA10	0.36896	2.63844	0.0308646	0.168845
EPHB4	-0.414702	2.51763	0.0309744	0.169228
MTUS1	0.298843	4.6827	0.0310465	0.169536
ZNF143	-0.442557	2.24114	0.0310687	0.169615
MRPL49	-2.12786	-0.982102	0.0310801	0.169668
HECTD2	0.458024	2.26174	0.0311753	0.16997
RABAC1	-0.587426	1.7656	0.0311821	0.169993
TAF12	-0.77089	0.805371	0.0311903	0.170011
MIR6820	-0.983213	0.661148	0.0312201	0.17014
PTCD3	-0.416785	2.19813	0.0312279	0.170172
KCTD8	3.47336	-1.11277	0.0312701	0.170335
RPS16	-1.12271	-0.109752	0.0313449	0.17058
KIF7	-0.424563	2.13331	0.0313565	0.170626
RP11-68I3.5	1.30845	-0.607312	0.0313934	0.170776
SPON2	-0.386803	3.67031	0.031414	0.170851
YDJC	-1.36266	0.111912	0.0314217	0.170869
DOCK7	0.327801	3.33368	0.0314558	0.170994
NEURL4	-0.695738	0.996457	0.0314864	0.171101
ARPP19	0.488331	2.40094	0.0314866	0.171101
MRPS22	-0.31568	3.13984	0.0315709	0.171464
CPNE2	-0.389654	3.72067	0.0315795	0.17149
CDH6	0.364053	2.91505	0.0316328	0.171679
DHTKD1	-0.347202	3.02174	0.0317362	0.172033
CADM4	-0.573672	2.24685	0.0317937	0.172232
LRRC14B	0.55835	1.81548	0.031808	0.172276
ZNF790	-0.584039	1.25518	0.0318155	0.172291
IL15RA	-0.402722	2.85156	0.0318387	0.172355
STARD3NL	0.792127	1.02505	0.0318946	0.172563
HINT2	-2.85824	-1.16379	0.0319002	0.172576
SEMA3G	-0.598211	1.57008	0.0319223	0.172615
MATN2	-0.200807	4.53278	0.0319328	0.172648
LOXL2	-0.321904	3.93217	0.0319853	0.172854
AC013275.2	-0.898804	0.689617	0.0320115	0.172944
ZBTB7C	-0.24591	4.04844	0.0320172	0.172961
PKNOX1	-0.292863	3.33137	0.0320223	0.172961
MAGEF1	0.997916	0.631852	0.0321065	0.173252
PITHD1	-1.03467	0.675416	0.0321475	0.173349
ZFYVE19	-0.754117	0.659355	0.0321755	0.173457
ACTN1	-0.288307	3.4611	0.0322398	0.173674
FAN1	-0.506754	1.93777	0.0322506	0.173689
ATG14	0.698458	0.947658	0.0322694	0.173772
FBXO4	0.476233	2.11777	0.0322938	0.173826
FRMD8	-0.547102	2.10333	0.0323021	0.173845
CERS1	-1.53307	-0.338443	0.0323297	0.173915
FNDC3B	0.27585	3.81547	0.0323545	0.174005
AC096664.2	0.63195	1.11847	0.0324001	0.174173
RASA3	-0.436975	2.52961	0.0324179	0.174242
ELTD1	0.548027	2.05663	0.032425	0.174263
NDRG1	-0.310284	4.09623	0.0324804	0.174413
ZNF445	-0.460981	2.18091	0.0325284	0.174612
N4BP2L1	0.38453	2.56935	0.0325365	0.174619
MLLT4	0.259807	4.01131	0.0326362	0.174963
ZNF814	-0.632274	1.46184	0.0326587	0.175032
DFNA5	-0.231618	4.24219	0.0328155	0.175584
GOLGA8B	-0.502154	2.29567	0.0328344	0.175659
LINC01330	0.344191	2.71581	0.0328388	0.175674
CERS2	-0.967325	0.476844	0.032872	0.175782
RNF216P1	-0.44693	2.29818	0.0329315	0.176011
NDUFS7	-0.522853	2.2659	0.0329563	0.176066
TMEM177	-0.668546	1.53255	0.0329577	0.176066
PPP2R1B	0.312531	3.3369	0.0330505	0.176392
PCNT	-0.40133	3.42423	0.0330633	0.176421
CUL1	1.6281	-0.577055	0.0331483	0.176662
PNKDP1	-0.95905	0.214521	0.0332296	0.176915
ARMC7	-0.482782	1.97731	0.0332589	0.177019
DYM	0.243111	3.85462	0.0332985	0.177142
SAMD4A	0.233623	4.13005	0.0333437	0.177259
GEMIN2	-0.744876	1.35796	0.033354	0.17728
HDAC1	-0.438318	2.5569	0.0333776	0.177345
PDE7B	0.424549	2.4549	0.0333929	0.1774
TMOD1	0.397117	2.73774	0.0334227	0.177483
RALB	-0.455755	2.30918	0.0334335	0.177511
AHSA1	-0.69809	0.605313	0.0334658	0.17763
CCDC22	-2.4559	-1.53112	0.0334675	0.17763
PSEN1	-0.451798	3.03233	0.0335117	0.177769
KAT2B	0.313701	3.23254	0.0335323	0.177835
METTL17	-0.597152	1.31159	0.0335771	0.178011
MRAP2	-0.64337	1.39958	0.0335936	0.178056
IAH1	-0.426722	2.76677	0.0335939	0.178056
HM13-AS1	0.547256	1.66153	0.0336231	0.178167
ZFP82	-0.465432	2.07982	0.0336678	0.178369
LPCAT4	-0.497671	2.09434	0.0336809	0.178414
GRHPR	-0.414591	2.27109	0.0337066	0.178513
OSBPL10	0.316615	3.98503	0.033735	0.178602
GLDN	0.330591	2.81505	0.0337437	0.178622
LTF	-0.294238	3.43819	0.0337809	0.178722
VPS28	-0.579196	1.97942	0.0337824	0.178722
KIAA0408	0.367381	2.61933	0.0338312	0.178831
CDIPT	-1.22497	0.437017	0.0338884	0.17902
ZDHHC3	-0.266935	3.71933	0.0339063	0.179105
RPS27A	-2.3864	-1.40168	0.0339551	0.179278
CPS1	0.317644	3.96023	0.0339886	0.179409
NAT14	-1.69246	-0.405094	0.0340136	0.179504
CHTF8	-0.738947	0.986062	0.034015	0.179504
ATP5L	-1.92956	0.323145	0.0340316	0.179574
ETAA1	0.538362	1.80629	0.0340601	0.179663
UBE2G1	0.445849	2.25044	0.0340694	0.179699
TTPAL	-0.467743	2.09009	0.0340712	0.179699
ASB1	-0.441763	2.68812	0.0340918	0.179756
BAZ1A	-0.418795	2.94775	0.0341166	0.179812
RP11-321A17.3	-0.63855	1.29839	0.0342462	0.180117
LARGE-AS1	-0.573402	1.44465	0.0342587	0.180156
TTC30A	0.69121	1.18648	0.034298	0.180276
C10orf10	-0.823283	0.567501	0.0343392	0.180352
DLGAP4	-0.318193	4.22965	0.0343745	0.180493
SAAL1	-0.413706	2.30245	0.0344163	0.180607
PSTK	-0.569594	1.46595	0.0344331	0.180669
GID4	-0.576902	2.03758	0.0344502	0.180674
NR3C1	0.396509	3.05965	0.0344575	0.180695
HMGCL	-0.361379	2.61756	0.0345928	0.181111
CTA-221G9.12	0.454411	1.88241	0.0346371	0.181282
LINC00959	-0.748226	0.81961	0.0346818	0.181454
CKS2	-2.24047	-1.5277	0.0347238	0.18163
CHST1	-0.580627	1.87568	0.0347315	0.181652
IL17RA	-0.752263	1.41125	0.0348024	0.181874
FLT1	-0.304174	3.33811	0.034806	0.181884
PTCH1	-0.2599	3.94944	0.0348239	0.18196
RCAN3	-0.333699	3.18431	0.0348345	0.181971
SERTAD2	0.418784	2.50957	0.0348697	0.182076
ANKRD37	-3.22196	-1.70037	0.0349014	0.182158
NTN1	-0.441033	2.58318	0.0349036	0.182158
ZFP62	-0.416077	2.14467	0.0349079	0.182162
FAM63A	-0.516764	1.46956	0.0349204	0.182199
ASH1L	-0.643571	1.20497	0.0349935	0.182501
POLR1E	-0.682288	0.824738	0.0349984	0.182501
ZNRF2	0.380647	2.64284	0.0350062	0.182515
ZNF490	-0.660681	1.5197	0.0350253	0.182527
DDR2	0.55352	2.32959	0.0350733	0.182671
DOPEY2	-0.485403	1.98526	0.0351384	0.182851
CXXC4	0.553686	1.64976	0.0352116	0.183081
RNF8	-0.415966	2.14758	0.0352144	0.183081
PPP1R7	-0.414816	2.68622	0.0352342	0.183107
EIF2B5	-0.566914	1.59155	0.0352481	0.183131
CSK	-0.405328	2.96597	0.035282	0.183263
DOPEY1	0.303329	3.17148	0.0353326	0.183455
SVIP	1.11338	0.138991	0.0353851	0.183587
ZNF830	-2.86784	-1.72883	0.0354101	0.183664
B3GNT2	-0.386493	2.4643	0.0354622	0.183837
SLC2A11	-1.09022	0.686549	0.0354663	0.18384
PXDC1	-0.546016	1.62536	0.0354713	0.183856
NFATC1	-0.277207	4.03624	0.0355079	0.183977
STOM	0.570005	1.47021	0.035529	0.184068
ZBTB48	-0.496611	2.81288	0.0355795	0.184206
AAR2	-1.09896	-0.0217214	0.0356413	0.18442
LRRC47	-0.78659	0.943065	0.0357425	0.184767
DNAJA1	-0.795996	0.54956	0.0357473	0.184783
NADSYN1	-0.316044	3.17854	0.0357564	0.184803
SETD1B	-2.59062	-1.68019	0.0357929	0.184939
ZBTB14	-0.578362	1.68741	0.0358496	0.18511
RGS5	0.458976	2.60233	0.0358529	0.18511
PSMD3	-0.364015	2.60559	0.0358891	0.185235
ICMT	-0.733379	1.1133	0.0359958	0.185561
CCDC106	-0.600037	1.46231	0.0360215	0.185592
FAM109A	-0.607767	1.20488	0.0360241	0.185592
CKMT2	0.454703	2.75104	0.0363001	0.18654
SEPT1	-1.08264	0.146002	0.0363439	0.186661
SUGCT	0.355737	2.68521	0.03639	0.186857
SLA	-0.293131	3.60092	0.0363908	0.186857
TUBB4A	-0.504119	1.60681	0.0364233	0.186927
EFTUD1	0.349694	2.88434	0.0364888	0.187147
ANKIB1	0.360893	3.30572	0.036527	0.187298
MDC1	-0.41727	2.0947	0.0365628	0.187353
GLE1	-0.557159	1.77579	0.0365711	0.187373
ZNF213-AS1	-0.922607	0.703461	0.0365855	0.187403
RP11-47L3.1	0.645288	1.62178	0.0365974	0.18744
ABCB8	-0.601379	2.02222	0.0366508	0.18765
COQ10A	1.27818	0.0238185	0.0366672	0.187674
SMYD1	0.60796	1.49885	0.036668	0.187674
PYCR1	-0.904789	0.263485	0.0367438	0.187982
ZSWIM7	-0.538982	1.42079	0.0367462	0.187985
ALDH3A2	-0.496238	2.39153	0.0367809	0.188145
DDX3YP3	0.581474	1.56456	0.0367856	0.18816
ZNF175	-0.505964	1.99345	0.0368212	0.188256
SUPT4H1	-0.438751	2.15507	0.0368514	0.18833
S100A6	1.91395	-0.94046	0.0368528	0.18833
CTC1	-0.487551	2.29776	0.0368601	0.188344
ING4	-0.599285	1.65787	0.036899	0.188428
ZNF324B	-0.639122	1.18027	0.0369595	0.188621
ZNF573	-0.482154	2.00605	0.0370058	0.188768
CYBRD1	-0.594517	1.28526	0.0370199	0.188822
CD99	-0.377796	2.82772	0.0370869	0.189039
RP11-44F14.6	0.962886	0.22334	0.0370952	0.189063
MYO1B	0.232398	3.82568	0.0370977	0.189063
MBD4	-0.65429	0.847098	0.0371731	0.189269
CD151	-0.904356	0.778031	0.0372061	0.189388
CAPZA2	0.405725	2.66594	0.0372129	0.189391
CDK7	0.931181	0.990774	0.0372534	0.189512
RALY	-0.400441	2.72494	0.0372829	0.189556
WNT11	-0.439934	2.45948	0.0373083	0.189649
ANKRD13A	-0.472333	2.46711	0.0373162	0.18968
ASB10	0.435799	2.0414	0.037321	0.189687
COPS8P2	0.663461	1.47718	0.037323	0.189687
GGH	0.343907	2.75891	0.0373467	0.189766
TBC1D17	-1.15844	0.50232	0.0373505	0.189766
GPRC5C	0.323212	3.77559	0.0373765	0.189831
ERI3-IT1	-0.67552	1.01302	0.0374192	0.189926
CDR1	0.91937	0.287348	0.0374421	0.189983
USP25	0.289036	3.40722	0.0374531	0.190009
ME3	0.354012	2.8069	0.0375102	0.190218
EFS	-0.620537	1.62547	0.0375408	0.190275
PPIE	-0.450441	2.32177	0.0375735	0.190388
GSTM5	-0.521631	1.60323	0.0376533	0.19064
SPTAN1	-0.423297	3.01126	0.0376714	0.190722
PPP1R1C	0.358534	3.42629	0.0377213	0.190904
PAM	0.25334	4.10088	0.0377364	0.19096
CCSAP	-0.489015	1.6973	0.0377484	0.19097
SLC7A2	0.526559	1.67032	0.0377839	0.191104
MAPK3	-0.406465	2.09581	0.0378098	0.191161
UBA52	-0.87898	0.550049	0.0378541	0.191307
STX10	-1.6647	-0.101266	0.0378652	0.191345
VSTM4	-0.453922	2.33136	0.0378848	0.191403
TOLLIP	-0.59414	2.2726	0.0379094	0.191466
VASP	-0.434184	2.85446	0.0379414	0.191596
UBE2D1	0.445564	2.4557	0.0379891	0.191781
AAMP	-0.932627	0.748998	0.0380448	0.191965
POLD2P1	-0.745292	0.781798	0.0380565	0.191986
EIF1P5	-0.711899	1.17747	0.0381617	0.192322
LZTS1	-0.423951	2.40465	0.0381661	0.192335
SH3BGRL2	-0.609859	1.15982	0.0381769	0.192353
ITFG1	0.385438	2.81571	0.0381999	0.192451
WNT5B	-0.341264	3.8132	0.0382212	0.192527
SLC25A23	-0.382283	2.84996	0.0382565	0.192665
PRKACA	-0.364474	2.87961	0.0383024	0.192806
DCLK2	-0.459112	2.44576	0.0383897	0.193099
RP11-110J1.2	0.646737	1.32511	0.0384816	0.193447
RP1-212P9.2	-0.583041	1.35531	0.0385245	0.193587
BLMH	-0.352415	2.45139	0.0385289	0.193594
NUDT8	-0.803691	0.528342	0.0385639	0.193728
UBL4A	-1.16099	0.515832	0.0385666	0.193728
TCF20	-0.384944	2.80865	0.0386004	0.193836
ABCC10	-0.422229	2.74179	0.0386086	0.193869
RP11-475C16.1	-0.761431	0.962502	0.0387306	0.194201
SNAPC3	-0.539512	1.9282	0.0387569	0.194279
MST1R	-0.695624	1.30964	0.0387611	0.194291
MID1IP1	1.92371	-1.10292	0.0388757	0.194627
PCCA	-0.300651	3.43604	0.0388787	0.194627
SLC7A7	-0.306028	3.16198	0.0388926	0.194665
RP1-95L4.4	0.835963	1.22859	0.0389083	0.194709
FXYD6	-0.382793	2.67571	0.0389264	0.194767
KIF20B	-0.628391	1.22251	0.0389308	0.194767
PRRT4	-0.445634	2.0418	0.0389579	0.194862
ADAP2	-0.348491	2.49431	0.0389719	0.194914
WIPF3	0.487292	2.40497	0.0390144	0.194983
DCUN1D2-AS	-0.517645	1.55297	0.039112	0.195289
CCS	-0.698514	1.05583	0.0391139	0.195289
PDE4C	-0.402825	3.69088	0.0391616	0.195446
ATP5A1P2	0.713277	0.778492	0.0392998	0.195928
SGCG	0.928402	1.03537	0.0393418	0.195994
IGFBP2	-0.421088	2.75797	0.0393432	0.195994
PLEKHA6	-0.375074	2.59708	0.0393648	0.196042
CTD-2270L9.3	0.812883	1.0212	0.0393935	0.196123
MED17	-0.381479	2.50218	0.0394086	0.196181
HERC2P2	-1.25062	0.225307	0.03942	0.196228
PSMD11	-0.431891	2.25696	0.0394341	0.196289
BAP1	-0.635316	1.82371	0.0394367	0.196293
SEC22A	-0.462937	1.9414	0.0395109	0.1965
RPL34P27	-0.653895	1.26104	0.039545	0.196552
CEP89	-0.834687	1.1854	0.0395485	0.19656
RBM4	-0.492112	1.97727	0.0395635	0.196598
MIIP	-1.33363	0.213795	0.0397058	0.197012
MLANA	0.427197	2.36566	0.0397093	0.197015
FCHSD2	0.327606	3.22453	0.0397266	0.197046
TMEM14C	-0.566345	1.31547	0.0397937	0.197216
HTRA3	-0.835047	1.43596	0.0398061	0.197268
KY	-0.413748	2.56173	0.039848	0.197395
INTU	0.258784	3.69668	0.0399236	0.197713
ASB16-AS1	-0.78676	0.943459	0.0399288	0.197714
AEN	-0.415651	2.1982	0.0399289	0.197714
RRAD	0.455013	2.12749	0.0399381	0.19775
RAB6B	-0.437826	1.98163	0.039954	0.197774
CHKA	-0.335984	2.82782	0.0399627	0.197789
AIG1	0.432926	2.90608	0.0399681	0.197799
YAF2	0.434967	2.38237	0.0400398	0.197997
LRIG2	-0.515701	1.33833	0.0400776	0.198105
PLBD2	-0.537401	1.29521	0.0400871	0.198125
AHNAK	-0.399532	2.40713	0.0400917	0.198134
DENND5A	-0.266301	3.80349	0.0401067	0.198149
TDRD3	0.375463	3.04977	0.0401294	0.198207
ZMIZ1	-0.439934	3.41131	0.0401376	0.198239
ARHGAP10	0.301	3.80055	0.0401766	0.198359
RP11-63E9.1	0.708616	0.853389	0.0402167	0.198484
AMZ2P1	0.546072	1.78129	0.0402189	0.198484
TAB2	0.406033	2.62852	0.0403161	0.198811
RP11-395B7.7	-1.04603	0.502191	0.040333	0.198873
ANKRD16	-1.59239	-1.10333	0.0403668	0.198961
SH3PXD2A	-0.308261	3.07042	0.0403814	0.198988
RP4-785G19.2	0.739919	0.801676	0.0403847	0.198995
CHAC1	0.536117	1.632	0.0403904	0.199011
TRAF5	-0.316359	3.01562	0.0403996	0.199041
FIBP	-1.21608	0.601023	0.0404587	0.199197
SMYD3	0.192818	4.64076	0.0404818	0.199213
CCP110	0.459851	2.06532	0.0404828	0.199213
SLC5A6	-0.560728	2.03295	0.0404968	0.199229
MGST3	0.353447	2.80564	0.040589	0.199479
MAN2A2	-0.404199	3.00159	0.0406001	0.199501
PRKRA	-0.751361	0.942904	0.0406193	0.199543
HEATR5A	0.316737	3.23982	0.0406196	0.199543
LINC00899	0.493313	1.95249	0.0406291	0.199564
BEND3	-0.667905	0.88877	0.0406602	0.199669
NOC3L	-0.783972	0.912066	0.040705	0.199835
PSEN2	-0.386864	2.89785	0.0407371	0.199947
ERICH1-AS1	-0.713508	1.24623	0.0407719	0.200035
PVRL3-AS1	-2.109	-1.48938	0.0407729	0.200035
B4GALT7	-0.568325	2.29667	0.0407736	0.200035
CYB5R1	0.525036	2.30416	0.0407803	0.20005
ZC3H7A	-0.36159	3.01036	0.0408445	0.200293
NOP14	-0.674231	0.963048	0.040863	0.200348
SGK223;	-0.40281	2.20385	0.040953	0.200652
E2F4	-1.36355	0.0820075	0.0409781	0.200738
SEC14L5	-1.732	-0.150154	0.0409878	0.200749
DNASE1L1	-1.23455	-0.247769	0.0410061	0.200793
PARP1	-0.370976	3.13127	0.0410155	0.200811
TP63	0.543221	2.05328	0.0410437	0.200886
RP4-584D14.5	-1.76755	-1.13574	0.0411154	0.20111
TEF	0.392842	2.69707	0.0411439	0.201185
P4HA1	-0.675095	1.90873	0.0412248	0.201435
DOCK4-AS1	0.707476	0.823539	0.0412432	0.20148
FAM107A	-0.344032	3.00376	0.0412551	0.201528
UBE2O	-0.451699	2.30583	0.0412673	0.20156
ORC3	0.517799	1.74031	0.0412748	0.201579
CHPF	-2.13162	-1.21861	0.0412788	0.20158
H3F3C	0.816058	1.04939	0.0413103	0.201661
COLGALT1	-0.509858	2.9579	0.0414378	0.202028
MRPL13	0.56136	1.24304	0.0414783	0.202171
NRAP	0.526075	1.6155	0.0414876	0.202188
PAQR7	-0.743558	1.09795	0.0415908	0.202463
TAF3	-0.625398	1.39679	0.0416389	0.202582
AJ006998.2	0.582893	1.24693	0.0416464	0.202606
ATP9A	-0.430647	1.78288	0.0416772	0.202701
COLCA1	0.58489	0.969741	0.0416964	0.202731
PPARGC1B	-0.329444	3.02742	0.0417149	0.202794
LY6K	-0.467215	1.70912	0.0417671	0.202974
PSPH	-0.701705	0.938544	0.0417882	0.203031
ATP5LP2	0.575805	1.31479	0.0418005	0.203054
PLA2G4C	-0.272542	3.87709	0.0418036	0.20306
MTF1	-1.80937	-0.58302	0.0418264	0.203123
SERBP1	0.590204	2.17248	0.0418278	0.203123
UBXN7	-0.627051	0.882032	0.041841	0.203159
SMAD1-AS2	0.573938	1.2799	0.0419623	0.203501
GMPPB	-0.969183	0.182715	0.0419711	0.203518
ALPK3	-0.359525	2.48451	0.0419933	0.203577
KCNC4	-0.513873	2.03847	0.0420306	0.203668
HTATSF1	0.843036	0.440542	0.0420715	0.203766
RPL14P3	0.619622	1.16313	0.0420984	0.20385
PRKAR1B	-0.511365	2.54775	0.042116	0.203917
DDA1	-0.770114	0.756787	0.0421406	0.203985
SRSF9	-0.702593	1.1443	0.0421438	0.203985
AGO2	-0.309744	3.35192	0.0421546	0.203994
LGALS4	-0.398784	2.30568	0.0421863	0.204038
PMM2	-0.522424	2.14421	0.0422051	0.204092
FER1L4	-0.273233	3.73276	0.0422745	0.204309
SLC41A1	-0.414776	2.8742	0.0423081	0.204416
HPRT1	0.649391	0.957011	0.0423459	0.20454
KIAA0556	-0.270472	3.99797	0.042347	0.20454
DVL2	-0.565017	1.17998	0.0423824	0.204657
TLN2	-0.230955	4.14948	0.0424102	0.204746
AP2M1	-0.516562	2.23036	0.0425157	0.204998
EP400NL	-0.506644	2.03692	0.0425639	0.205148
LINC00963	0.389797	3.14299	0.0427345	0.205695
DGKA	-0.489835	2.29521	0.0427751	0.20579
PSMD8	-0.504254	1.97819	0.0428044	0.205867
LRRC14	-0.974293	0.379401	0.0428866	0.206151
CYBA	-0.58401	1.68182	0.0428919	0.206168
PICALM	0.274855	3.73019	0.0429132	0.206232
ARRB2	-0.503013	2.09472	0.0429203	0.206232
DMGDH	0.381822	2.28126	0.0429246	0.206232
PCMTD2	0.333337	2.97687	0.043003	0.206399
RP11-882G5.1	0.592619	1.14203	0.0430362	0.206485
AC004840.9	-0.556945	1.11943	0.0430416	0.206492
CTPS1	-0.301621	3.49045	0.0430537	0.206527
WDR48	-0.366977	2.75767	0.0430817	0.206629
TYROBP	-0.661595	1.14173	0.0431335	0.206768
SIAH2	2.18928	-0.993969	0.0431396	0.20677
CRTC1	-0.446909	2.99164	0.0431444	0.206776
ZYX	-1.12374	0.208981	0.0431472	0.206778
FOSL2	0.676257	1.41081	0.0431984	0.206959
MRFAP1L1	-0.721441	0.827979	0.0432153	0.206996
AC083843.1	-1.45029	-0.843546	0.0432231	0.207023
WWC2	0.343185	3.61772	0.0433271	0.207392
STK11IP	-0.403141	3.03045	0.043346	0.207424
C21orf91-OT1	3.84468	-1.52559	0.043372	0.207479
UTP6	-0.407059	2.24492	0.0434028	0.207561
TMEM184C	-0.62282	1.11044	0.0434301	0.207655
SLC9A8	-0.430963	2.51918	0.0434851	0.207777
ARSI	-0.442432	2.47132	0.0434965	0.207816
MED30	0.694765	1.34504	0.0435124	0.207855
PPRC1	-0.445071	2.77493	0.0435381	0.207914
FAH	-0.299524	3.43998	0.04354	0.207914
ENC1	-0.487117	1.42533	0.043552	0.207944
ZNF611	-0.430819	2.75236	0.0435755	0.207967
BBC3	-0.510728	2.00921	0.043588	0.207987
FAM86B3P	-2.48622	-1.16209	0.0435987	0.208008
TIMP1	-1.29512	0.42209	0.043642	0.208116
SLC35E2B	-0.926542	0.44259	0.0436604	0.208176
LPHN3	0.246354	3.95722	0.0436728	0.208207
PREX1	-0.340366	3.45756	0.0437964	0.208645
SRA1	-0.593365	1.66206	0.043814	0.208715
RP11-102M11.1	-0.733068	0.72098	0.0438305	0.208748
ALDH1A2	0.186109	4.77954	0.0438375	0.208772
MGAT5	-0.456855	2.46577	0.0438645	0.208844
RNH1	-0.493875	2.58987	0.0438663	0.208844
ITGA5	-0.336535	2.92353	0.043924	0.208981
ZNF649	-0.698194	1.51272	0.0439503	0.209078
ASAP3	-0.317188	3.47505	0.0439942	0.209204
RP11-390E23.3	0.53893	1.25244	0.0440273	0.209299
FBXL14	-0.483114	1.67782	0.0441526	0.209662
RP11-299L17.3	0.495876	1.72781	0.0441623	0.209671
CYB561D2	-1.0046	-0.248888	0.0442415	0.209918
CNOT10-AS1	1.47168	-0.537923	0.0442697	0.209987
SMAD2	0.332715	3.13854	0.0442715	0.209987
KLC4	-0.447179	1.96801	0.0443974	0.21039
TMEM147-AS1	-0.889648	0.132866	0.044402	0.210403
PCGF2	-0.713608	1.22332	0.0444489	0.210542
ABCB10	-0.390293	2.34939	0.0444682	0.210605
CLSTN2-AS1	0.521764	1.67496	0.0444817	0.210651
ADCK1	-0.285778	3.33512	0.0444984	0.210684
PXK	-0.391319	2.71508	0.0446713	0.211238
TM4SF1	2.48977	-0.953485	0.0446841	0.211267
ZNF780B	-0.690465	0.747846	0.0447057	0.211323
CTBP2	-0.274197	3.70521	0.0447522	0.211432
KLHL29	-0.33808	3.51135	0.0447883	0.211545
NKAPP1	-0.993704	0.128712	0.0447975	0.211545
ZNF383	-0.627811	1.0999	0.0448183	0.211614
HCG18	-0.394114	2.50764	0.0448398	0.211618
NAALADL2-AS1	0.8149	1.03084	0.0448809	0.211753
GIGYF2	-0.249376	3.55284	0.0449641	0.211964
LINC00657	0.711906	1.08131	0.0450042	0.212073
SYPL2	0.356801	2.49653	0.0450083	0.212076
PPP6R3	-0.305273	4.12763	0.0450364	0.21215
SHKBP1	-0.426384	2.76637	0.0450961	0.212341
MYBPH	-0.808055	1.18198	0.0451322	0.212468
STXBP4	0.580395	1.63966	0.0451695	0.212532
FAS-AS1	-0.548617	1.18755	0.0452239	0.212683
PDXDC2P	-0.912562	0.151354	0.0452612	0.212812
GPRASP2	-0.681424	0.830852	0.0452623	0.212812
AC005682.5	0.915728	0.278222	0.0452768	0.212849
HSPA7	-0.769653	0.931766	0.0452836	0.212853
PRDX3P1	-1.51819	-0.982952	0.0453108	0.212934
AC016995.3	0.278699	3.3383	0.0453366	0.213
MRPL37	-0.450309	2.22411	0.0453427	0.213011
ELOF1	-0.761846	0.850249	0.0453772	0.213098
CTD-2006C1.2	-0.449859	1.91863	0.0454207	0.213228
SIN3A	-0.473557	2.2325	0.0454462	0.213302
MAP2K3	-0.34969	3.49073	0.0454649	0.213327
C12orf73	0.59879	1.37914	0.0454888	0.21339
SLC25A22	-1.31451	-0.770744	0.0455229	0.213495
BCL2L2	-2.00439	-1.06448	0.045699	0.214097
SEC23A	-0.537941	1.62623	0.0457302	0.214187
TRAPPC4	-1.30206	-0.282659	0.0458373	0.21455
GPR137C	-0.755234	1.17536	0.0458594	0.214589
KLHL40	0.484915	1.85337	0.0458693	0.214607
TMEM255A	-0.727508	1.32456	0.0459275	0.214749
PAWR	0.416478	2.29457	0.0460169	0.21499
CTC-463A16.1	-0.69659	0.742313	0.0460222	0.215006
NNT	0.32798	2.77045	0.0460345	0.215053
TBC1D16	-0.679319	0.66601	0.0460627	0.215123
NCOA3	-0.429964	2.19768	0.0461006	0.215221
SCMH1	-0.289272	3.62828	0.0462281	0.215688
NME7	0.344004	3.05071	0.0462728	0.215794
SAP18	0.628219	0.934367	0.046309	0.215907
FCHSD1	-0.469494	2.72828	0.0463668	0.216046
PRMT5	-1.44028	-0.446378	0.0463868	0.216092
P2RY8	-0.401583	2.40996	0.0464069	0.216123
PLTP	-0.538143	1.32583	0.0464412	0.216215
SLC3A2	-0.383814	2.62506	0.0464655	0.21631
C8orf59	0.759875	0.619102	0.0464983	0.216407
ZNF558	-1.11495	0.206922	0.0465029	0.216419
RP4-773N10.4	-0.606292	1.11991	0.0465196	0.216478
HPS6	-0.627935	1.5778	0.046609	0.216782
AXL	-0.614333	1.42517	0.0466591	0.21694
BRD8	-0.345083	2.92246	0.0467044	0.217077
NCR3LG1	-0.654775	1.32031	0.0469044	0.217706
MAGI2-AS3	0.5402	2.12219	0.0469712	0.217959
ZNF211	-0.677596	1.06285	0.047047	0.218189
TRPM4	-0.396773	3.12599	0.0470794	0.218283
ARSG	-0.360425	2.75964	0.0471404	0.21848
RCCD1	-0.80186	0.903151	0.047141	0.21848
FEZ2	0.226667	3.94504	0.047172	0.218535
AC004967.7	-0.642656	0.813169	0.047195	0.218585
PNPLA8	0.398565	2.3003	0.0472233	0.21866
COMMD9	-0.351262	2.4699	0.0472332	0.218678
EIF2S2	0.533818	1.16129	0.0472512	0.21872
C12orf5	-0.556829	1.45505	0.0472917	0.218808
GPX7	0.444264	1.73099	0.04745	0.21921
