logFC	logCPM	PValue	adj.p.value
NFIA-AS1	0.851123	1.33719	9.49462e-05	0.00152811
ZNF148	0.471914	3.96171	9.50792e-05	0.00152979
SGPP1	0.539221	2.53471	9.51613e-05	0.00153089
GTF2IRD1	0.63339	3.79784	9.52918e-05	0.00153253
SETD8	0.700132	3.39921	9.53336e-05	0.00153298
RBBP7	0.494886	2.7452	9.57384e-05	0.00153767
ARID4A	0.50509	3.00971	9.60521e-05	0.00154247
CRYGS	0.474531	2.51996	9.61838e-05	0.0015442
RNF38	0.567254	3.70433	9.63853e-05	0.00154691
TIMM8A	1.05853	1.4523	9.64466e-05	0.00154756
NVL	0.368924	3.89215	9.68792e-05	0.001553
SCN4A	0.581866	3.35485	9.69521e-05	0.00155348
CMAS	0.491546	3.07867	9.7032e-05	0.00155407
CLIC4	0.690854	2.35349	9.72451e-05	0.00155657
RPP25L	0.715977	1.29493	9.73791e-05	0.00155779
HUS1	0.64608	1.82641	9.78475e-05	0.0015639
ALG13	0.387448	3.41278	9.8045e-05	0.0015666
ATR	0.437682	3.35242	9.81932e-05	0.00156873
PAK2	0.45372	3.2799	9.88288e-05	0.0015768
PIGA	0.646396	2.18531	9.88509e-05	0.00157692
LINC01091	0.524466	2.36543	9.89244e-05	0.00157786
RNF180	0.636226	2.63979	9.89997e-05	0.00157883
STARD3NL	0.538827	2.17062	9.92173e-05	0.00158207
DLEU1-AS1	0.708929	1.76688	0.000100225	0.00159509
MDN1	0.557284	2.90195	0.000100318	0.00159586
ARID5A	0.689549	3.20741	0.00010156	0.00161327
IRF2	0.62098	1.21625	0.000102258	0.00162136
DERL3	0.665011	2.1914	0.000102527	0.0016244
CNTRL	0.306348	4.42764	0.000102568	0.00162475
RASD1	0.709775	2.3198	0.000102654	0.00162564
RHOBTB3	0.43701	3.69516	0.000102795	0.00162741
TBC1D20	0.527068	3.06596	0.000102813	0.00162745
FBN3	-0.503332	3.46545	0.000102901	0.00162826
PDZD8	0.562495	3.54146	0.000103109	0.00163118
TSPAN8	0.404882	3.29269	0.000103262	0.00163313
RP11-145A3.1	0.609893	1.25057	0.00010341	0.00163523
UCP2	0.675864	2.97908	0.000103906	0.00164236
SLC4A11	-0.689347	1.78861	0.00010441	0.00164984
CNTFR	0.813838	2.55279	0.000104755	0.00165434
CWC27	0.491811	2.5785	0.00010488	0.00165559
MARK2	0.438324	4.344	0.000105051	0.00165781
NCL	0.614243	3.18814	0.000105093	0.00165798
PIAS3	0.632388	2.50259	0.00010585	0.00166799
RBL2	0.418445	3.70816	0.000106565	0.00167706
PLEKHB2	0.580552	3.27912	0.000106745	0.00167941
FRMD3	0.352106	4.07957	0.000106873	0.00168093
LNPEP	0.523907	2.03833	0.000106909	0.00168126
RRAS2	0.396607	3.89082	0.00010737	0.00168679
HMBS	0.52899	2.49953	0.000107533	0.00168911
ITPA	0.457096	3.06561	0.000107691	0.00169086
ANGPTL2	0.57438	3.19264	0.000107859	0.00169301
COPS3	0.405504	3.68919	0.00010794	0.0016938
STEAP3	0.693928	2.53081	0.000108159	0.00169649
C6orf106	0.627769	1.27775	0.000108399	0.00169976
CNIH1	0.598703	2.10725	0.000108767	0.00170455
ZDHHC7	0.504714	4.04561	0.000108868	0.00170564
PBXIP1	0.754869	2.3087	0.000108986	0.00170699
RP11-517P14.2	0.584842	1.30679	0.000109088	0.0017081
FASTKD1	0.514114	3.3335	0.000109253	0.00171043
CAND1	0.554278	2.84199	0.000109789	0.00171759
IDE	0.447561	3.80586	0.000109861	0.00171847
NSMCE4A	0.586075	2.72232	0.000110201	0.00172263
AP2M1	0.532304	3.19002	0.000110707	0.00172971
BTBD1	0.578354	2.29239	0.000111213	0.00173587
TTTY15	0.663037	1.544	0.000111582	0.00174062
RHOB	0.858377	2.12164	0.000111622	0.00174099
APBB2	0.364092	4.7782	0.000111839	0.00174344
WDR44	0.564272	2.18964	0.00011187	0.00174361
SNRPCP2	-0.726156	1.3019	0.000112203	0.0017478
RIT1	0.662894	1.71741	0.000112332	0.0017493
PSMD12	0.550259	2.98928	0.000112549	0.00175144
SNTB1	0.529839	1.87888	0.000113073	0.00175832
SIN3A	0.430347	2.79702	0.000113292	0.00176122
RP11-620J15.3	0.766021	1.55777	0.000113473	0.00176379
C10orf10	0.816184	1.32251	0.000113505	0.00176403
MBNL3	0.422582	2.92811	0.000114278	0.00177477
ZER1	0.706459	2.57986	0.000114567	0.0017783
L3MBTL3	0.402469	3.72864	0.000114587	0.00177831
RP11-169K16.8	0.658876	1.23991	0.00011478	0.00178078
PICK1	0.545013	3.39215	0.00011496	0.00178307
PDP2	0.626192	2.2345	0.000115394	0.00178827
USB1	0.525283	2.2382	0.000115559	0.00179025
INTS8	0.316816	4.18117	0.000116164	0.00179789
TULP3	0.529568	2.38014	0.000116215	0.00179842
SDAD1	0.478755	3.20011	0.000116293	0.00179904
PTPN3	0.434554	3.42232	0.000116305	0.00179904
USP48	0.30391	4.19265	0.000116462	0.00180103
ZNF451	0.461328	3.42253	0.000116515	0.00180152
DNAJC28	0.621763	1.97761	0.000117066	0.00180948
AKAP10	0.410303	3.18361	0.000117251	0.00181162
MAP4K4	0.344943	4.3095	0.00011737	0.00181293
ZNF879	0.641324	1.77922	0.000117444	0.00181356
C5orf24	0.628805	2.95568	0.000118076	0.00182151
MACROD1	0.61506	3.41875	0.000118215	0.00182314
PLGRKT	0.703635	2.25419	0.000118326	0.00182417
FANCE	0.6325	2.06758	0.000118658	0.00182842
CLPX	0.568511	3.53744	0.000118791	0.00182997
NUDT13	0.705978	1.2459	0.000118803	0.00182997
DGKE	0.493659	2.29579	0.000119177	0.00183432
DCUN1D4	0.311032	4.25206	0.000119906	0.00184241
GRWD1	0.682442	2.1505	0.000120131	0.00184483
MRPL55	0.827678	2.14085	0.000120553	0.00184921
ARGLU1	0.516976	2.1145	0.000120553	0.00184921
CDS2	0.786609	1.32065	0.000120577	0.00184933
UBE2E3	0.410749	3.19491	0.000120795	0.00185203
MALSU1	0.544256	2.79392	0.000121262	0.00185747
CWF19L2	0.449924	2.87975	0.000121617	0.00186185
PRORSD1P	0.691438	1.72069	0.000121634	0.00186185
GBP2	0.407226	3.50063	0.000122446	0.00187217
ARID3B	0.525187	2.92703	0.000122568	0.0018735
IFFO1	0.573952	3.21348	0.000123519	0.00188618
ZNF782	0.548697	3.13382	0.000123603	0.00188693
CRKL	0.729984	2.76205	0.000123689	0.00188798
PARP1	0.371208	3.64278	0.000123895	0.00189006
ZDBF2	0.51289	2.6003	0.000124194	0.00189356
WDR48	0.414652	3.29365	0.000124296	0.00189431
TTC33	0.628076	2.33635	0.000125242	0.00190739
ZNF784	0.662046	1.59405	0.000125624	0.0019124
RP11-138A9.2	0.764033	0.964469	0.000125638	0.0019124
TEF	0.651075	3.20472	0.000125791	0.00191361
EN1	0.681742	3.82483	0.000125814	0.0019137
TCTN1	0.41689	3.58498	0.00012587	0.00191427
C4orf32	0.643239	2.25946	0.000126049	0.00191673
CLIC1	0.709886	1.54949	0.000126875	0.00192713
HOXB3	0.556872	2.27912	0.000127307	0.00193314
WAC	0.442655	3.39904	0.000127344	0.00193343
BET1	0.43036	3.04148	0.000127422	0.00193408
BSDC1	0.503364	2.97299	0.00012774	0.0019371
AC005618.6	0.659408	1.09198	0.000128416	0.00194618
USP4	0.434315	3.37691	0.000129074	0.0019545
NAA20	0.615935	2.36685	0.000129935	0.00196508
DENND1B	0.346738	3.6909	0.000130137	0.00196689
MTERF4	0.511362	3.15297	0.000130185	0.00196722
NOLC1	0.544916	2.44763	0.000130266	0.00196817
PIGK	0.55654	2.7435	0.000130636	0.00197156
GPR107	0.474938	3.67119	0.000130848	0.00197422
MLH3	0.491016	2.74756	0.000131156	0.00197859
EIF2AK4	0.372371	4.09536	0.000131349	0.00198119
PHAX	0.453711	3.04258	0.000131365	0.00198119
DDX18	0.446072	3.02523	0.000131544	0.00198345
USP39	0.461792	3.35328	0.000131735	0.00198595
PLEKHF1	0.748926	3.14793	0.000131996	0.00198891
TIPARP	0.671985	1.791	0.000132261	0.0019918
TSPAN13	0.471953	2.65417	0.000132277	0.0019918
UBXN1	0.576624	2.43381	0.000132285	0.0019918
RP11-446N19.1	0.67069	1.17247	0.000132415	0.00199315
CASD1	0.443787	3.1462	0.000132513	0.00199417
HSD52	0.435426	3.12474	0.000132709	0.00199647
SH3D19	0.322563	4.11946	0.000132914	0.00199868
IP6K1	0.555656	3.03719	0.000134428	0.00201673
EGR1	0.859652	2.60039	0.000134658	0.00201963
ECT2	0.354756	3.96078	0.000136635	0.00204561
LINC01273	0.763854	1.39757	0.000137045	0.00205118
CAPNS1	0.678202	2.88423	0.000137129	0.00205215
RAB13	0.957538	1.70511	0.000137728	0.0020597
E2F3	0.646829	2.99226	0.000138786	0.0020721
EIF2B2	0.630051	2.04249	0.000139403	0.00207988
HOXC4	0.60302	2.3786	0.000139842	0.00208442
FOXJ2	0.571602	3.48284	0.000140885	0.0020968
MTMR14	0.393883	3.61286	0.000140885	0.0020968
MBD3	0.53704	3.42359	0.000140983	0.0020974
SP3	0.734442	3.12782	0.000141485	0.00210458
MED15	0.465035	4.28238	0.000141857	0.00210896
OPTN	0.473232	2.50259	0.000142096	0.00211214
EDC4	0.8291	1.88516	0.000142396	0.00211609
METTL20	0.452591	3.08102	0.000142483	0.00211709
ZNF800	0.405422	3.61109	0.000142708	0.00211899
NT5C1A	0.65876	2.44159	0.000142755	0.0021194
PNPLA8	0.447519	3.17639	0.000142777	0.00211943
TRA2A	0.558016	2.91757	0.000143415	0.00212686
COG6	0.422494	3.21188	0.000144132	0.00213487
GOPC	0.485718	3.04074	0.000144482	0.0021389
TMF1	0.574147	2.35526	0.000144862	0.00214277
SMARCE1	0.528667	2.41936	0.000144862	0.00214277
MDM2	0.489404	2.67298	0.000145866	0.00215557
DDX21	0.67545	2.07757	0.000146025	0.00215761
BCO2	0.546801	3.03915	0.000146097	0.00215839
SMARCB1	0.488322	2.93322	0.000146139	0.00215871
MRPL3	0.37471	3.2282	0.000146309	0.00216065
SRF	0.618819	3.15733	0.000146606	0.00216385
ZNF133	0.481854	3.10197	0.00014668	0.00216435
EMP1	0.453848	3.04875	0.000146887	0.00216653
BICD2	0.592924	2.67531	0.000149361	0.00219775
DGUOK	0.614685	1.81754	0.000149369	0.00219775
OSBPL7	0.568313	3.48825	0.000149859	0.00220347
SLC35D1	0.642085	2.97584	0.000150113	0.00220662
ENOX2	0.515496	2.06762	0.000150225	0.00220796
GPSM2	0.467196	2.92118	0.000150666	0.00221414
ST5	0.344303	5.4009	0.000150701	0.00221435
NUPL2	0.443261	3.23832	0.0001518	0.00222929
MTDH	0.460766	3.62587	0.000152003	0.00223167
G2E3	0.353344	3.84883	0.000152733	0.00224082
ATL3	0.724179	2.26703	0.000153351	0.00224842
C6orf203	0.573093	2.36415	0.000154868	0.00226668
ABHD10	0.560537	2.29601	0.000155852	0.0022774
PPIA	0.703516	2.22887	0.00015644	0.00228445
MEG9	-0.796396	0.996223	0.000156878	0.00228931
SGK3	0.355956	4.10844	0.000157045	0.00229082
BIN3	0.460775	3.51278	0.000157181	0.0022922
SPRTN	0.578337	1.72281	0.000158184	0.00230372
KEAP1	0.64354	3.0297	0.000158667	0.00230953
CUL5	0.461295	3.40119	0.000159244	0.00231575
RCL1	0.42595	3.42469	0.000159595	0.00232023
APOLD1	0.647692	2.48488	0.000161341	0.0023428
STK35	0.573445	3.36478	0.000161799	0.00234787
FAM53B	0.732458	3.03966	0.000162204	0.00235257
ZNF827	0.376688	4.50531	0.000162224	0.00235257
C17orf58	0.712765	0.987806	0.000162623	0.00235699
LINC01405	0.6023	1.60345	0.000162825	0.00235849
RP13-270P17.2	0.756501	0.419474	0.000163323	0.00236398
EDEM3	0.461255	3.41098	0.000163511	0.00236607
BDH2	0.61832	2.12234	0.000163536	0.00236612
CCDC85B	0.794796	0.871242	0.000163571	0.00236631
LINC01003	0.699275	2.382	0.00016442	0.00237732
JUND	1.21503	-0.288071	0.000165603	0.00239188
CRNDE	0.745521	1.98284	0.000165782	0.00239415
PPCDC	0.553229	3.08942	0.000165943	0.00239584
C1orf54	0.748643	0.685007	0.000166645	0.00240405
TMEM55B	0.671312	2.18315	0.000166892	0.00240729
SMIM13	0.633989	2.54029	0.000167251	0.00241119
AMOTL2	0.682067	2.991	0.000167394	0.00241262
LRCH1	0.536757	3.38205	0.000167778	0.00241687
PNN	1.05104	-0.0283558	0.000167844	0.00241717
TM4SF18	0.560748	1.59349	0.000168108	0.00242033
SNRNP35	0.586178	2.78458	0.000168675	0.00242731
MATR3	0.459458	3.09362	0.000168682	0.00242731
MITD1	0.633062	1.6309	0.000169349	0.0024353
ETV3	0.654299	3.05849	0.000169388	0.0024353
FIGN	0.638676	2.61584	0.000169394	0.0024353
RAMP1	0.55237	2.44616	0.00016955	0.00243685
INTS2	0.437718	3.12468	0.000170315	0.002444
KAT2B	0.472901	3.82373	0.00017049	0.00244619
NEK9	0.386149	3.10938	0.000170841	0.00244928
SESN2	0.5754	2.39893	0.000171006	0.00245073
ZNF251	0.61226	2.64303	0.000171603	0.00245697
AASS	0.495052	3.06959	0.000171813	0.00245867
ZNF786	0.637973	2.45426	0.000171874	0.00245919
RP11-357D18.1	0.672468	1.34254	0.000171932	0.0024594
FLAD1	0.591466	2.62057	0.000172152	0.0024619
OTUD3	0.433845	3.28348	0.00017234	0.00246362
SRP14-AS1	0.692017	1.40455	0.000172678	0.00246715
PRDX2	0.666817	2.37864	0.000173548	0.0024773
PSMC3IP	0.76584	2.20372	0.000174322	0.00248703
ELL	0.680309	3.52794	0.000174571	0.00248993
MAGOH	0.698525	0.550947	0.000174608	0.00249014
UBE2N	0.545565	3.40576	0.000174718	0.00249105
ARHGAP39	-0.549002	2.11659	0.000175291	0.00249725
LTBP1	0.348504	3.991	0.000175342	0.00249765
TXN2	0.661141	1.76146	0.000175764	0.00250301
KCTD10	0.433774	3.21414	0.000176854	0.00251588
USP11	0.526972	2.25781	0.000176996	0.00251742
CSNK1E	0.518851	3.8536	0.000177416	0.00252223
PRKAA1	0.447097	2.94668	0.000179255	0.00254293
EIF2S3	0.616215	1.92386	0.000180029	0.00255269
POGK	0.673145	2.47989	0.000180167	0.00255432
GPX7	0.641515	2.38116	0.000180458	0.00255777
OSBPL6	0.490689	3.62756	0.00018135	0.00256774
MAGI1	0.283713	4.91432	0.000182751	0.00258353
ZFR	0.433123	3.43231	0.000182876	0.00258495
RABGAP1	0.402602	2.8836	0.000183273	0.00258956
RP13-36G14.4	0.892985	0.068805	0.000183322	0.00258958
C11orf24	0.559136	3.00371	0.000184013	0.00259832
CHEK1	0.402487	3.59968	0.000184301	0.00260137
GCC1	0.648633	1.8839	0.000184725	0.00260601
EPM2AIP1	1.34128	0.138097	0.000185127	0.00261133
GALNT2	0.409168	3.85834	0.000185602	0.00261736
CFAP36	0.403915	2.99891	0.000185694	0.00261798
CALCRL	0.563955	1.77124	0.000186568	0.00262804
LONP2	0.543729	2.43963	0.000187066	0.00263423
MIDN	0.794718	3.27743	0.000188025	0.00264538
SLC6A6	0.595687	3.39992	0.000188323	0.00264919
NINL	-0.466949	3.77255	0.000188396	0.00264987
WDR91	0.5319	2.71866	0.000189771	0.00266714
TRMT10C	0.790159	1.76339	0.000190148	0.0026714
PRMT9	0.405191	2.96612	0.00019047	0.00267523
PCSK7	0.466873	2.7086	0.000191109	0.00268282
PTBP1	0.599684	3.41462	0.000192648	0.00270163
USP53	0.534101	2.67225	0.000193292	0.0027089
CLDND1	0.733238	1.23503	0.000193669	0.00271314
ATP5G3	0.775096	1.35575	0.000193874	0.00271532
HDHD2	0.554348	2.94596	0.000194237	0.00271899
TSPYL2	0.677555	1.76037	0.000195106	0.00272905
MTTP	0.58825	1.36722	0.000195666	0.00273582
COMMD1	0.405176	3.10841	0.000195846	0.00273764
ANXA2	0.500675	3.75722	0.000196324	0.00274328
SECISBP2L	0.435974	3.24099	0.000196326	0.00274328
ACADM	0.606444	2.09206	0.000197588	0.00275843
MAFB	0.696455	3.07401	0.000197671	0.00275852
BAZ1B	0.56179	3.1203	0.000198069	0.00276348
ARX	0.807828	1.69008	0.000198432	0.00276737
CCDC12	0.651151	2.64372	0.000198559	0.00276842
ZMYND11	0.432861	3.91786	0.000199633	0.00278153
ENAM	0.484044	2.93889	0.000199804	0.00278328
DGCR14	0.646513	1.74878	0.000200184	0.00278714
EFNB1	0.721457	2.07262	0.000200393	0.00278935
BOLL	0.487106	2.82031	0.000200474	0.0027901
AMBRA1	0.473928	3.99706	0.00020108	0.00279747
SLC4A7	0.400484	3.36415	0.000201983	0.00280679
ACTR3B	0.576108	1.71819	0.000202254	0.00280948
FBL	0.631012	3.31821	0.000204174	0.0028318
MYOZ2	0.868325	1.45803	0.00020433	0.00283268
VCPKMT	0.608066	1.91003	0.000204342	0.00283268
DBR1	0.475925	2.57885	0.000204579	0.00283561
LEO1	0.530644	2.34057	0.000204758	0.00283772
ARMC2	0.423953	2.9584	0.000205283	0.00284355
MOCS1	0.620159	3.14803	0.000205317	0.00284365
RFC3	0.60247	1.91095	0.000205892	0.0028498
ALDH4A1	0.527758	3.13113	0.000206161	0.00285244
MRPS18C	0.815922	0.819209	0.00020663	0.0028582
MX2	-0.382668	3.76123	0.000206821	0.0028604
ADCY9	0.502441	4.17662	0.000206842	0.0028604
UBXN2B	0.499328	2.55273	0.000207107	0.00286333
ZNF805	0.574358	2.48414	0.00020716	0.0028637
ZNF429	0.505575	2.6123	0.000208406	0.00287799
C16orf87	0.579126	2.49528	0.000208637	0.00288045
ZSWIM5	0.590219	3.23513	0.000210236	0.0028959
TRPM2-AS	-0.693924	0.889544	0.00021067	0.0029004
MPRIP-AS1	0.576014	1.70302	0.000211091	0.0029051
NDUFB7	0.619738	1.90996	0.000211357	0.00290839
KLF4	0.798237	3.01596	0.000211448	0.00290898
AC007256.5	0.746748	1.22177	0.000211845	0.00291399
FST	0.534576	3.1517	0.0002121	0.00291676
ZNF514	0.512272	2.51677	0.000212292	0.00291904
DPF3	0.365781	4.68769	0.000212614	0.00292256
GRSF1	0.554428	2.98376	0.000213051	0.00292762
PCDH9	0.384996	3.33294	0.000213608	0.00293342
DTWD2	0.616752	2.32736	0.000213855	0.0029357
CEBPD	0.767996	3.24627	0.000214551	0.00294244
RPN1	0.487632	3.56241	0.000215667	0.0029557
RASGRP2	0.50066	2.9885	0.000216334	0.00296285
ZNF100	0.503453	2.35729	0.000216541	0.00296432
C9orf85	1.51642	-1.4424	0.000217443	0.00297516
DPYSL4	-0.633701	2.13624	0.000218108	0.00298352
RAD23A	0.706958	1.84302	0.000219043	0.00299441
ADD3	0.339598	4.28039	0.000219578	0.00299946
ZSCAN16	0.596088	2.05896	0.000220577	0.00300957
ZNF266	0.502794	2.51835	0.000220595	0.00300957
PDE12	0.71102	2.87946	0.000221031	0.00301438
AIFM1	0.62385	2.34749	0.000222122	0.00302736
NRBF2	0.673938	2.25832	0.000222458	0.00303003
TAF15	0.450367	2.71272	0.000222571	0.00303081
ZNRF2	0.40868	3.12718	0.000223412	0.00303997
HLA-E	0.727035	1.41844	0.00022411	0.00304757
AES	0.635423	2.92058	0.000224326	0.00304943
YY1	0.547526	1.70172	0.000224403	0.00305002
ZNF232	0.644089	1.74645	0.000224879	0.00305457
CDKN1B	0.638662	1.30478	0.000225167	0.00305696
AK3	0.63784	2.71908	0.000225222	0.00305723
C2CD5	0.310677	4.25781	0.000225323	0.00305793
E2F8	0.502471	2.97499	0.000225702	0.0030627
DGKH	0.483397	3.80682	0.000225914	0.00306442
SNHG21	0.984276	-0.215747	0.000226389	0.00306972
TTC7B	0.32884	4.84828	0.000226988	0.00307591
MYO5A	0.407212	3.89209	0.000228102	0.00308869
TVP23B	0.508769	1.90292	0.000228224	0.00308996
PRNP	0.576783	2.46324	0.000229072	0.00310029
CYP20A1	0.610168	2.23427	0.000229247	0.00310188
TCEA3	0.505625	3.45097	0.000229482	0.00310467
RPF2	0.616561	1.9011	0.000230697	0.00311917
SNX16	0.440164	3.09029	0.000231042	0.00312266
ZNF865	0.717584	2.01311	0.000231102	0.00312309
RNF44	0.587928	3.3545	0.00023212	0.00313567
OSBPL8	0.324321	3.80962	0.000232368	0.00313824
MAN2A1	0.509772	3.21556	0.000233313	0.00314865
ABCA2	-0.738096	2.59369	0.000235206	0.00316838
ZNF609	0.390888	3.38151	0.00023522	0.00316838
GPC4	0.69974	1.94058	0.000235221	0.00316838
PRMT7	0.50319	3.1058	0.000235271	0.00316838
PHC3	0.370385	3.69722	0.000235412	0.00316989
ST7	0.372119	3.698	0.000235831	0.00317395
AP5S1	0.614185	2.22554	0.000236181	0.00317788
PTS	0.545023	2.80678	0.000236375	0.00317962
FAH	0.428387	3.40615	0.000236903	0.00318483
CEBPB-AS1	1.73248	-0.40991	0.000238492	0.00320301
SEL1L	0.418832	3.34186	0.00023858	0.00320301
FAM219B	0.621541	2.81472	0.000239	0.00320772
EMC4	0.507243	2.21112	0.00023902	0.00320772
SGCD	0.487691	2.78539	0.000239485	0.00321277
IDI2-AS1	0.542131	1.94749	0.000239708	0.00321457
RC3H2	0.42981	3.28969	0.000239955	0.0032163
COPZ1	0.627841	1.91262	0.000240662	0.00322378
CALCOCO1	0.491648	3.31054	0.000240977	0.0032276
UBE2J1	0.639642	2.66624	0.000241202	0.00323022
AC005616.2	0.621891	1.65752	0.000241325	0.00323148
TMEM117	0.374105	3.51276	0.00024145	0.00323264
NMRK2	0.748271	1.94958	0.000241948	0.00323719
RN7SKP276	0.668773	2.54363	0.000241961	0.00323719
RSPO3	0.538514	2.93102	0.000242492	0.00324349
PEF1	0.50637	1.84666	0.000242554	0.00324352
EIF2D	0.398783	3.27028	0.00024313	0.00324963
SMPD1	0.563085	2.56049	0.000243334	0.00325155
NPHP4	-0.50333	3.32011	0.000244725	0.00326733
BSCL2	0.60355	1.65064	0.000245796	0.0032792
SYF2	0.643396	2.11307	0.000246579	0.00328924
ANGEL1	0.417436	2.99044	0.000246839	0.00329231
GALNT1	0.437896	3.40215	0.000247342	0.00329821
SUPT5H	0.442744	3.91625	0.000247961	0.00330443
TMEM120B	0.504853	3.72532	0.000249235	0.00332019
CEP170	0.501546	2.98936	0.000250859	0.00333773
MEGF9	0.612642	2.54748	0.000250938	0.00333837
HTR7	0.524942	2.24657	0.000251011	0.00333893
SLC25A25-AS1	0.622449	1.24999	0.000251224	0.00333975
CCDC142	0.890082	0.346535	0.000251275	0.00333998
C2orf42	0.490188	2.47918	0.000251434	0.00334168
DNAJC12	0.90203	1.01391	0.000252815	0.00335716
MTR	0.444854	3.40492	0.000253033	0.00335965
ANAPC5	0.323893	4.05809	0.000253445	0.00336389
NUDT15	0.616897	1.64642	0.000254393	0.0033721
HUWE1	0.39445	3.52738	0.000254405	0.0033721
MIA3	0.406261	3.66666	0.000255186	0.0033808
CLK1	0.663544	1.51507	0.000255226	0.00338091
TACO1	0.712739	2.16955	0.000255274	0.00338114
MESDC2	0.483949	2.48241	0.000255533	0.00338415
PNP	0.517757	2.27409	0.000255822	0.00338684
SRD5A3	0.471937	2.78292	0.000255829	0.00338684
SEPT9	0.449766	5.51779	0.000256372	0.00339335
TENM3	0.374567	3.73825	0.000256384	0.00339335
CHP1	0.640419	1.48373	0.000256638	0.00339588
CFAP53	0.607172	1.78631	0.000258039	0.00341104
NAGA	0.762282	1.66745	0.000258129	0.00341105
RP11-417L19.5	1.17646	-0.083757	0.000259371	0.00342375
COPB2	0.602953	2.06785	0.000259375	0.00342375
FOXO1	0.640877	3.77649	0.000260413	0.00343502
EXOSC7	0.537425	1.85106	0.000260698	0.00343826
FAM217B	0.993197	0.104896	0.000261315	0.00344434
EPB41L5	0.330174	3.78871	0.000261452	0.00344572
AC008427.2	0.522697	2.05373	0.000263153	0.00346562
LMBR1	0.344819	4.042	0.000263265	0.00346626
CAT	0.40101	3.37634	0.000263931	0.00347334
BCDIN3D	0.58068	2.18877	0.000263966	0.00347337
SYNCRIP	0.704647	3.2317	0.000264126	0.00347422
KDM5B	0.366548	3.61638	0.000264316	0.00347569
NRG4	0.512686	3.0554	0.000265747	0.00349216
PANX1	0.517617	2.67532	0.000266236	0.00349732
ZBTB4	0.885386	0.875052	0.000266495	0.00350029
LSM5	0.573063	2.13596	0.000267989	0.00351693
FAT4	0.404393	3.35632	0.000268404	0.00352153
SHISA2	0.838937	1.05289	0.000268991	0.00352667
SQSTM1	0.739062	3.84362	0.000269515	0.00353226
RP11-532N4.2	0.508747	2.37672	0.000269627	0.00353278
ADIPOR1	0.578834	3.00004	0.00027011	0.00353793
CXXC4	0.576746	2.39939	0.000270294	0.00353948
C15orf40	0.935853	0.39073	0.000271056	0.00354689
STAU2	0.362607	3.68271	0.000271802	0.0035558
CEP97	0.501393	2.73407	0.000272317	0.00356082
STRN	0.497666	2.96004	0.00027245	0.00356213
ATRX	0.430208	3.15485	0.000272777	0.00356597
TSLP	0.484572	2.67174	0.000273217	0.00357043
IFI16	0.342023	3.80496	0.00027356	0.00357319
AC096772.6	0.599105	1.37198	0.000274314	0.0035809
DSN1	0.665093	2.07424	0.000274875	0.00358692
RP11-8H2.1	0.643107	1.39493	0.000275004	0.00358724
AHSA2	0.536456	3.35269	0.000275098	0.00358724
PLEKHH3	0.771089	3.21796	0.000275556	0.00359138
HMGCS1	0.517267	2.7221	0.000275868	0.00359426
THBD	0.656649	3.10599	0.000277292	0.00360762
STK38L	0.383398	3.74521	0.000278164	0.00361767
PDHB	0.607119	2.08661	0.000278393	0.00361935
C21orf91	0.556383	2.541	0.000279502	0.00363246
MR1	0.616547	1.90939	0.000280829	0.00364577
BIRC3	0.469502	2.81991	0.000281648	0.0036526
CD47	0.460812	3.1963	0.000281861	0.00365348
DPP6	-0.350081	4.14923	0.000282683	0.00366283
FAM53B-AS1	0.745525	2.32469	0.000283041	0.00366704
PHKG1	0.831112	2.80584	0.000283175	0.00366833
DOK5	0.461365	2.70088	0.000283366	0.00367033
ERBB4	0.39417	3.81606	0.000284763	0.00368451
FNDC5	0.426729	3.03971	0.000284804	0.0036846
C14orf159	0.418305	4.6642	0.00028495	0.00368604
PDE4DIP	0.506503	2.42114	0.000286041	0.0036984
API5	0.472525	3.12657	0.000286313	0.00370016
SLC35E4	0.731679	2.59686	0.00028699	0.00370713
LMBR1L	0.598752	3.15566	0.000287429	0.00371016
KLHL5	0.406089	3.16706	0.000288002	0.00371579
CDKN2AIP	0.551387	3.24597	0.000288447	0.00372109
SPPL3	0.354904	3.93599	0.000288952	0.00372502
TAOK3	0.356106	4.37909	0.000289055	0.00372583
TMEM59	0.570431	2.17079	0.000289167	0.00372683
WBP5	0.752933	1.1081	0.000290819	0.00374527
LHFP	0.555029	2.51473	0.000291796	0.00375492
LPCAT3	0.600732	2.63134	0.000293847	0.00377638
SSFA2	0.361123	3.39158	0.000294387	0.00378198
RP11-378A13.1	0.772877	0.622547	0.000294805	0.00378646
MSX2	0.524948	2.13035	0.00029519	0.00379006
ZNF487	0.505775	2.88951	0.000296284	0.00380095
PSMA2	0.646716	0.854872	0.000296338	0.0038012
RP5-1092A3.4	0.627005	0.937319	0.000297189	0.00380852
TM7SF3	0.371083	3.92411	0.000298411	0.00382373
LINC00657	0.770117	2.16909	0.000299433	0.0038332
PCTP	0.399874	2.96641	0.000300715	0.00384734
TMEM39A	0.43567	2.8532	0.000300785	0.00384779
COASY	0.713217	2.43677	0.000301218	0.00385151
PABPN1	0.606493	2.64706	0.000301446	0.00385397
BHLHE40	1.1802	-0.389493	0.000302681	0.00386718
BCL7A	0.837941	1.32414	0.000302782	0.0038674
BCL7B	0.504492	3.14407	0.000303883	0.00387873
KCNS3	0.533492	2.6726	0.000304634	0.00388649
