GeneSymbol	accession
ENSG00000168621	GDNF	ENSG00000168621
ENSG00000248539	LINC02117	ENSG00000248539
ENSG00000250032	AC008869.1	ENSG00000250032
ENSG00000251518	LINC02110	ENSG00000251518
ENSG00000248533	AC034226.1	ENSG00000248533
ENSG00000250003	LINC02107	ENSG00000250003
ENSG00000248461	LINC02119	ENSG00000248461
ENSG00000276332	AC010338.1	ENSG00000276332
ENSG00000164318	EGFLAM	ENSG00000164318
ENSG00000248730	EGFLAM-AS4	ENSG00000248730
ENSG00000249071	EGFLAM-AS3	ENSG00000249071
ENSG00000248572	EGFLAM-AS2	ENSG00000248572
ENSG00000249491	EGFLAM-AS1	ENSG00000249491
ENSG00000248234	AC091839.1	ENSG00000248234
ENSG00000251257	AC010457.1	ENSG00000251257
ENSG00000113594	LIFR	ENSG00000113594
ENSG00000244968	LIFR-AS1	ENSG00000244968
ENSG00000265304	MIR3650	ENSG00000265304
ENSG00000251189	AC010425.1	ENSG00000251189
ENSG00000249740	OSMR-AS1	ENSG00000249740
ENSG00000248577	AC091435.1	ENSG00000248577
ENSG00000250629	AC091435.2	ENSG00000250629
ENSG00000145623	OSMR	ENSG00000145623
ENSG00000164327	RICTOR	ENSG00000164327
ENSG00000249089	AIG1P1	ENSG00000249089
ENSG00000082074	FYB1	ENSG00000082074
ENSG00000251215	GOLGA5P1	ENSG00000251215
ENSG00000113600	C9	ENSG00000113600
ENSG00000153071	DAB2	ENSG00000153071
ENSG00000271334	LINC02104	ENSG00000271334
ENSG00000251515	CCDC11P1	ENSG00000251515
ENSG00000250492	INTS6P1	ENSG00000250492
ENSG00000248651	GCSHP1	ENSG00000248651
ENSG00000250048	LINC00603	ENSG00000250048
ENSG00000249668	KRT18P56	ENSG00000249668
ENSG00000250585	LINC00604	ENSG00000250585
ENSG00000199361	RNU1-150P	ENSG00000199361
ENSG00000283286	AC093277.1	ENSG00000283286
ENSG00000113638	TTC33	ENSG00000113638
ENSG00000199552	SNORA63	ENSG00000199552
ENSG00000171522	PTGER4	ENSG00000171522
ENSG00000132356	PRKAA1	ENSG00000132356
ENSG00000212567	SNORA57	ENSG00000212567
ENSG00000145592	RPL37	ENSG00000145592
ENSG00000212296	SNORD72	ENSG00000212296
ENSG00000132357	CARD6	ENSG00000132357
ENSG00000112936	C7	ENSG00000112936
ENSG00000253098	RNU7-161P	ENSG00000253098
ENSG00000248120	AC114967.1	ENSG00000248120
ENSG00000171495	MROH2B	ENSG00000171495
ENSG00000039537	C6	ENSG00000039537
ENSG00000182836	PLCXD3	ENSG00000182836
ENSG00000251478	AC008817.1	ENSG00000251478
ENSG00000083720	OXCT1	ENSG00000083720
ENSG00000248668	OXCT1-AS1	ENSG00000248668
ENSG00000240281	AC034222.1	ENSG00000240281
ENSG00000205765	C5orf51	ENSG00000205765
ENSG00000151876	FBXO4	ENSG00000151876
ENSG00000239694	RPSAP38	ENSG00000239694
ENSG00000199487	Y_RNA	ENSG00000199487
ENSG00000249266	MTHFD2P6	ENSG00000249266
ENSG00000260786	AC108099.1	ENSG00000260786
ENSG00000112964	GHR	ENSG00000112964
ENSG00000248873	SERBP1P6	ENSG00000248873
ENSG00000250860	AC093225.1	ENSG00000250860
ENSG00000270513	AC113368.1	ENSG00000270513
ENSG00000198865	CCDC152	ENSG00000198865
ENSG00000250722	SELENOP	ENSG00000250722
ENSG00000272234	AC008945.2	ENSG00000272234
ENSG00000249092	AC008945.1	ENSG00000249092
ENSG00000251163	PRELID3BP4	ENSG00000251163
ENSG00000251656	PRELID3BP5	ENSG00000251656
ENSG00000249516	PRELID3BP6	ENSG00000249516
ENSG00000250711	PRELID3BP7	ENSG00000250711
ENSG00000271788	AC008875.1	ENSG00000271788
ENSG00000177738	AC025171.1	ENSG00000177738
ENSG00000251131	AC025171.3	ENSG00000251131
ENSG00000272382	AC025171.5	ENSG00000272382
ENSG00000177721	ANXA2R	ENSG00000177721
ENSG00000215068	AC025171.2	ENSG00000215068
ENSG00000272144	AC025171.4	ENSG00000272144
ENSG00000172262	ZNF131	ENSG00000172262
ENSG00000278487	AC106800.4	ENSG00000278487
ENSG00000177453	NIM1K	ENSG00000177453
ENSG00000249779	AC106800.2	ENSG00000249779
ENSG00000249888	AC106800.3	ENSG00000249888
ENSG00000247763	AC106800.1	ENSG00000247763
ENSG00000261604	AC114947.2	ENSG00000261604
ENSG00000112972	HMGCS1	ENSG00000112972
ENSG00000188850	AC114947.1	ENSG00000188850
ENSG00000151882	CCL28	ENSG00000151882
ENSG00000151881	TMEM267	ENSG00000151881
ENSG00000249492	AC114956.3	ENSG00000249492
ENSG00000172244	C5orf34	ENSG00000172244
ENSG00000249855	EEF1A1P19	ENSG00000249855
ENSG00000248554	AC114956.2	ENSG00000248554
ENSG00000248240	AC114956.1	ENSG00000248240
ENSG00000172239	PAIP1	ENSG00000172239
ENSG00000248092	NNT-AS1	ENSG00000248092
ENSG00000279557	AC010435.1	ENSG00000279557
ENSG00000249286	AMD1P3	ENSG00000249286
ENSG00000112992	NNT	ENSG00000112992
ENSG00000224993	RPL29P12	ENSG00000224993
ENSG00000249276	AC104119.1	ENSG00000249276
ENSG00000212561	RNU6-381P	ENSG00000212561
ENSG00000070193	FGF10	ENSG00000070193
ENSG00000248464	FGF10-AS1	ENSG00000248464
ENSG00000249203	LINC02224	ENSG00000249203
ENSG00000250418	AC093292.1	ENSG00000250418
ENSG00000263556	RN7SL383P	ENSG00000263556
ENSG00000251141	AC093297.2	ENSG00000251141
ENSG00000248779	AC093297.1	ENSG00000248779
ENSG00000112996	MRPS30	ENSG00000112996
ENSG00000272335	AC093297.3	ENSG00000272335
ENSG00000248148	AC114954.1	ENSG00000248148
ENSG00000164588	HCN1	ENSG00000164588
ENSG00000250422	AC117529.2	ENSG00000250422
ENSG00000250017	AC117529.1	ENSG00000250017
ENSG00000250122	AC122694.1	ENSG00000250122
ENSG00000170571	EMB	ENSG00000170571
ENSG00000271455	AC112187.2	ENSG00000271455
ENSG00000213956	AC112187.1	ENSG00000213956
ENSG00000271752	AC112187.3	ENSG00000271752
ENSG00000151883	PARP8	ENSG00000151883
ENSG00000249405	AC022441.1	ENSG00000249405
ENSG00000270830	AC022441.3	ENSG00000270830
ENSG00000251601	AC022441.2	ENSG00000251601
ENSG00000250360	AC008808.2	ENSG00000250360
ENSG00000251573	LINC02106	ENSG00000251573
ENSG00000248918	AC008808.1	ENSG00000248918
ENSG00000207060	RNU6-480P	ENSG00000207060
ENSG00000278734	AC091834.1	ENSG00000278734
ENSG00000206606	RNU6-1296P	ENSG00000206606
ENSG00000240627	AC026798.1	ENSG00000240627
ENSG00000259663	AC010478.1	ENSG00000259663
ENSG00000016082	ISL1	ENSG00000016082
ENSG00000249338	HMGB1P47	ENSG00000249338
ENSG00000248891	AC091860.1	ENSG00000248891
ENSG00000251125	AC091860.2	ENSG00000251125
ENSG00000251873	RNA5SP182	ENSG00000251873
ENSG00000249270	KATNBL1P4	ENSG00000249270
ENSG00000279470	AC091903.1	ENSG00000279470
ENSG00000248789	LINC02118	ENSG00000248789
ENSG00000244621	RPS17P11	ENSG00000244621
ENSG00000250827	MFSD4BP1	ENSG00000250827
ENSG00000248898	AC022126.1	ENSG00000248898
ENSG00000213949	ITGA1	ENSG00000213949
ENSG00000152684	PELO	ENSG00000152684
ENSG00000251237	B3GNTL1P1	ENSG00000251237
ENSG00000241809	AC022133.1	ENSG00000241809
ENSG00000249899	AC025180.1	ENSG00000249899
ENSG00000164171	ITGA2	ENSG00000164171
ENSG00000272123	AC008966.2	ENSG00000272123
ENSG00000164172	MOCS2	ENSG00000164172
ENSG00000247796	AC008966.1	ENSG00000247796
ENSG00000213940	AC026477.1	ENSG00000213940
ENSG00000240052	AC108114.1	ENSG00000240052
ENSG00000134363	FST	ENSG00000134363
ENSG00000164258	NDUFS4	ENSG00000164258
ENSG00000250447	LINC02105	ENSG00000250447
ENSG00000217791	ASS1P9	ENSG00000217791
ENSG00000272416	AC025175.1	ENSG00000272416
ENSG00000185305	ARL15	ENSG00000185305
ENSG00000222960	RNU6-272P	ENSG00000222960
ENSG00000207627	MIR581	ENSG00000207627
ENSG00000241230	RN7SL801P	ENSG00000241230
ENSG00000265421	MIR4459	ENSG00000265421
ENSG00000279638	AC008873.1	ENSG00000279638
ENSG00000249069	LINC01033	ENSG00000249069
ENSG00000251597	RPL37P25	ENSG00000251597
ENSG00000169271	HSPB3	ENSG00000169271
ENSG00000178996	SNX18	ENSG00000178996
ENSG00000280159	AC016583.1	ENSG00000280159
ENSG00000232517	AC112198.2	ENSG00000232517
ENSG00000226810	AC112198.1	ENSG00000226810
ENSG00000249843	AC112198.4	ENSG00000249843
ENSG00000249016	AC112198.3	ENSG00000249016
ENSG00000164283	ESM1	ENSG00000164283
ENSG00000240535	AC034238.1	ENSG00000240535
ENSG00000113088	GZMK	ENSG00000113088
ENSG00000207229	Y_RNA	ENSG00000207229
ENSG00000251376	AC034238.3	ENSG00000251376
ENSG00000248029	AC034238.2	ENSG00000248029
ENSG00000249454	GZMAP1	ENSG00000249454
ENSG00000145649	GZMA	ENSG00000145649
ENSG00000164287	CDC20B	ENSG00000164287
ENSG00000164294	GPX8	ENSG00000164294
ENSG00000198983	MIR449A	ENSG00000198983
ENSG00000207728	MIR449B	ENSG00000207728
ENSG00000251856	MIR449C	ENSG00000251856
ENSG00000234602	MCIDAS	ENSG00000234602
ENSG00000152669	CCNO	ENSG00000152669
ENSG00000251307	AC026704.1	ENSG00000251307
ENSG00000067248	DHX29	ENSG00000067248
ENSG00000039123	SKIV2L2	ENSG00000039123
ENSG00000271410	AC020728.1	ENSG00000271410
ENSG00000067113	PLPP1	ENSG00000067113
ENSG00000279883	AC010480.1	ENSG00000279883
ENSG00000265135	MIR5687	ENSG00000265135
ENSG00000250853	RNF138P1	ENSG00000250853
ENSG00000249410	AK4P2	ENSG00000249410
ENSG00000177058	SLC38A9	ENSG00000177058
ENSG00000152670	DDX4	ENSG00000152670
ENSG00000251368	AC016632.1	ENSG00000251368
ENSG00000199322	RNA5SP183	ENSG00000199322
ENSG00000248854	HNRNPH1P3	ENSG00000248854
ENSG00000164509	IL31RA	ENSG00000164509
ENSG00000134352	IL6ST	ENSG00000134352
ENSG00000262211	AC008914.1	ENSG00000262211
ENSG00000264281	AC016596.1	ENSG00000264281
ENSG00000227908	FLJ31104	ENSG00000227908
ENSG00000238326	snoU13	ENSG00000238326
ENSG00000249236	AC008892.1	ENSG00000249236
ENSG00000164512	ANKRD55	ENSG00000164512
ENSG00000253032	RNU6-299P	ENSG00000253032
ENSG00000243592	AC016638.1	ENSG00000243592
ENSG00000223003	RNA5SP184	ENSG00000223003
ENSG00000251435	C1GALT1P2	ENSG00000251435
ENSG00000212265	RNA5SP185	ENSG00000212265
ENSG00000248781	PSMC1P4	ENSG00000248781
ENSG00000210678	RNU6ATAC2P	ENSG00000210678
ENSG00000249697	AC034245.1	ENSG00000249697
ENSG00000250787	HMGN1P17	ENSG00000250787
ENSG00000248727	LINC01948	ENSG00000248727
ENSG00000226221	AC022431.1	ENSG00000226221
ENSG00000225940	C5orf67	ENSG00000225940
ENSG00000234553	AC022431.2	ENSG00000234553
ENSG00000228650	AC008940.1	ENSG00000228650
ENSG00000095015	MAP3K1	ENSG00000095015
ENSG00000237705	AC008937.2	ENSG00000237705
ENSG00000225230	AC008937.1	ENSG00000225230
ENSG00000155542	SETD9	ENSG00000155542
ENSG00000155545	MIER3	ENSG00000155545
ENSG00000271828	AC008937.3	ENSG00000271828
ENSG00000235635	AC016644.1	ENSG00000235635
ENSG00000233943	AC114973.1	ENSG00000233943
ENSG00000248652	AC034244.1	ENSG00000248652
ENSG00000250480	AC034244.2	ENSG00000250480
ENSG00000207293	Y_RNA	ENSG00000207293
ENSG00000062194	GPBP1	ENSG00000062194
ENSG00000248586	AC025470.1	ENSG00000248586
ENSG00000250961	AC025470.2	ENSG00000250961
ENSG00000250308	SALL4P1	ENSG00000250308
ENSG00000169067	ACTBL2	ENSG00000169067
ENSG00000248294	AC008780.1	ENSG00000248294
ENSG00000249436	AC008780.2	ENSG00000249436
ENSG00000249198	AC106822.1	ENSG00000249198
ENSG00000249584	LINC02225	ENSG00000249584
ENSG00000248132	LINC02101	ENSG00000248132
ENSG00000248271	PGAM1P1	ENSG00000248271
ENSG00000145632	PLK2	ENSG00000145632
ENSG00000175857	GAPT	ENSG00000175857
ENSG00000271257	AC008814.1	ENSG00000271257
ENSG00000265699	MIR548AE2	ENSG00000265699
ENSG00000250127	LINC02108	ENSG00000250127
ENSG00000152932	RAB3C	ENSG00000152932
ENSG00000248475	AC016642.1	ENSG00000248475
ENSG00000240412	RPL5P15	ENSG00000240412
ENSG00000248733	AC008852.1	ENSG00000248733
ENSG00000113448	PDE4D	ENSG00000113448
ENSG00000247345	AC092343.1	ENSG00000247345
ENSG00000276214	AC008833.1	ENSG00000276214
ENSG00000251306	NDUFB4P2	ENSG00000251306
ENSG00000202601	MIR582	ENSG00000202601
ENSG00000248935	AC034234.1	ENSG00000248935
ENSG00000202017	RNU6-806P	ENSG00000202017
ENSG00000213896	AC109486.1	ENSG00000213896
ENSG00000214244	SETP21	ENSG00000214244
ENSG00000152931	PART1	ENSG00000152931
ENSG00000273701	PART1_1	ENSG00000273701
ENSG00000275634	PART1_2	ENSG00000275634
ENSG00000276233	PART1_3	ENSG00000276233
ENSG00000035499	DEPDC1B	ENSG00000035499
ENSG00000251303	CAB39P1	ENSG00000251303
ENSG00000250148	KRT8P31	ENSG00000250148
ENSG00000164181	ELOVL7	ENSG00000164181
ENSG00000272308	AC104113.1	ENSG00000272308
ENSG00000049167	ERCC8	ENSG00000049167
ENSG00000215032	GNL3LP1	ENSG00000215032
ENSG00000233847	AC022445.1	ENSG00000233847
ENSG00000164182	NDUFAF2	ENSG00000164182
ENSG00000279985	AC008498.2	ENSG00000279985
ENSG00000276945	AC008498.1	ENSG00000276945
ENSG00000188725	SMIM15	ENSG00000188725
ENSG00000251279	SMIM15-AS1	ENSG00000251279
ENSG00000249279	LINC02057	ENSG00000249279
ENSG00000130449	ZSWIM6	ENSG00000130449
ENSG00000251682	AC122718.2	ENSG00000251682
ENSG00000250461	AC122718.1	ENSG00000250461
ENSG00000213891	RPL3P6	ENSG00000213891
ENSG00000178722	C5orf64	ENSG00000178722
ENSG00000248529	AC026746.1	ENSG00000248529
ENSG00000212215	RNU6-913P	ENSG00000212215
ENSG00000251575	C5orf64-AS1	ENSG00000251575
ENSG00000249878	AC026434.2	ENSG00000249878
ENSG00000248199	AC026434.1	ENSG00000248199
ENSG00000251983	RN7SKP157	ENSG00000251983
ENSG00000068796	KIF2A	ENSG00000068796
ENSG00000086189	DIMT1	ENSG00000086189
ENSG00000086200	IPO11	ENSG00000086200
ENSG00000199279	RNU6-661P	ENSG00000199279
ENSG00000268942	CKS1BP3	ENSG00000268942
ENSG00000241991	AC114982.2	ENSG00000241991
ENSG00000240436	AC114982.1	ENSG00000240436
ENSG00000186105	LRRC70	ENSG00000186105
ENSG00000217416	ISCA1P1	ENSG00000217416
ENSG00000249579	AC113420.1	ENSG00000249579
ENSG00000248185	AC025445.1	ENSG00000248185
ENSG00000248285	AC122707.1	ENSG00000248285
ENSG00000178394	HTR1A	ENSG00000178394
ENSG00000164197	RNF180	ENSG00000164197
ENSG00000236068	AC091862.1	ENSG00000236068
ENSG00000186479	RGS7BP	ENSG00000186479
ENSG00000242547	RN7SL169P	ENSG00000242547
ENSG00000201869	RNU6-294P	ENSG00000201869
ENSG00000224296	MRPL49P1	ENSG00000224296
ENSG00000145642	FAM159B	ENSG00000145642
ENSG00000153006	SREK1IP1	ENSG00000153006
ENSG00000153015	CWC27	ENSG00000153015
ENSG00000272370	AC092354.2	ENSG00000272370
ENSG00000272354	AC092354.1	ENSG00000272354
ENSG00000207439	Y_RNA	ENSG00000207439
ENSG00000049192	ADAMTS6	ENSG00000049192
ENSG00000248288	AC008868.1	ENSG00000248288
ENSG00000250732	RPEP1	ENSG00000250732
ENSG00000205644	AC025186.1	ENSG00000205644
ENSG00000250081	AC025176.1	ENSG00000250081
ENSG00000123219	CENPK	ENSG00000123219
ENSG00000113593	PPWD1	ENSG00000113593
ENSG00000113595	TRIM23	ENSG00000113595
ENSG00000207352	RNU6-540P	ENSG00000207352
ENSG00000113597	TRAPPC13	ENSG00000113597
ENSG00000253251	AC008560.1	ENSG00000253251
ENSG00000197860	SGTB	ENSG00000197860
ENSG00000123213	NLN	ENSG00000123213
ENSG00000251648	AC008958.1	ENSG00000251648
ENSG00000269961	AC010359.1	ENSG00000269961
ENSG00000112851	ERBIN	ENSG00000112851
ENSG00000252904	SNORA76	ENSG00000252904
ENSG00000153914	SREK1	ENSG00000153914
ENSG00000253744	AC025442.1	ENSG00000253744
ENSG00000248846	LINC02065	ENSG00000248846
ENSG00000251391	AC113378.1	ENSG00000251391
ENSG00000250313	LINC02229	ENSG00000250313
ENSG00000234838	AC092373.1	ENSG00000234838
ENSG00000069020	MAST4	ENSG00000069020
ENSG00000248803	AC092349.1	ENSG00000248803
ENSG00000249057	MAST4-IT1	ENSG00000249057
ENSG00000229666	MAST4-AS1	ENSG00000229666
ENSG00000134061	CD180	ENSG00000134061
ENSG00000251206	AC010420.1	ENSG00000251206
ENSG00000249364	AC112206.2	ENSG00000249364
ENSG00000250978	AC079467.1	ENSG00000250978
ENSG00000239870	AC112206.1	ENSG00000239870
ENSG00000249736	LINC02242	ENSG00000249736
ENSG00000249238	BCL9P1	ENSG00000249238
ENSG00000250669	AC112206.4	ENSG00000250669
ENSG00000249721	AC112206.3	ENSG00000249721
ENSG00000250421	AC106798.1	ENSG00000250421
ENSG00000249894	AC024581.1	ENSG00000249894
ENSG00000273860	AC024581.2	ENSG00000273860
ENSG00000253801	AC010376.1	ENSG00000253801
ENSG00000252108	RNU6-1232P	ENSG00000252108
ENSG00000213864	EEF1B2P2	ENSG00000213864
ENSG00000253787	LINC02219	ENSG00000253787
ENSG00000145675	PIK3R1	ENSG00000145675
ENSG00000251044	AC024579.1	ENSG00000251044
ENSG00000248884	AC010280.2	ENSG00000248884
ENSG00000249588	AC010280.3	ENSG00000249588
ENSG00000248359	AC010280.1	ENSG00000248359
ENSG00000249335	AC093523.1	ENSG00000249335
ENSG00000250289	VWA8P1	ENSG00000250289
ENSG00000212249	U8	ENSG00000212249
ENSG00000250066	AC093248.1	ENSG00000250066
ENSG00000276309	RN7SKP251	ENSG00000276309
ENSG00000249352	LINC02198	ENSG00000249352
ENSG00000250237	AC010273.2	ENSG00000250237
ENSG00000249183	SUMO2P4	ENSG00000249183
ENSG00000145740	SLC30A5	ENSG00000145740
ENSG00000248664	AC010273.1	ENSG00000248664
ENSG00000220986	SNORA50D	ENSG00000220986
ENSG00000280894	SNORA50D	ENSG00000280894
ENSG00000134057	CCNB1	ENSG00000134057
ENSG00000280187	AC022107.1	ENSG00000280187
ENSG00000153044	CENPH	ENSG00000153044
ENSG00000134056	MRPS36	ENSG00000134056
ENSG00000134058	CDK7	ENSG00000134058
ENSG00000183323	CCDC125	ENSG00000183323
ENSG00000213830	CFL1P5	ENSG00000213830
ENSG00000215006	CHCHD2P2	ENSG00000215006
ENSG00000271045	NDUFB9P1	ENSG00000271045
ENSG00000085231	AK6	ENSG00000085231
ENSG00000273841	TAF9	ENSG00000273841
ENSG00000152942	RAD17	ENSG00000152942
ENSG00000152939	MARVELD2	ENSG00000152939
ENSG00000244717	AC145146.1	ENSG00000244717
ENSG00000249295	AC145146.2	ENSG00000249295
ENSG00000266477	RN7SL616P	ENSG00000266477
ENSG00000197822	OCLN	ENSG00000197822
ENSG00000212260	RNU6-724P	ENSG00000212260
ENSG00000183474	GTF2H2C	ENSG00000183474
ENSG00000248477	AC139495.1	ENSG00000248477
ENSG00000250138	AC139495.3	ENSG00000250138
ENSG00000253203	GUSBP3	ENSG00000253203
ENSG00000248769	AC139495.2	ENSG00000248769
ENSG00000198237	AC131392.1	ENSG00000198237
ENSG00000251158	AC131392.2	ENSG00000251158
ENSG00000249230	CDH12P2	ENSG00000249230
ENSG00000205572	SERF1B	ENSG00000205572
ENSG00000205571	SMN2	ENSG00000205571
ENSG00000179978	AC140134.1	ENSG00000179978
ENSG00000253492	CDH12P3	ENSG00000253492
ENSG00000254701	AC138866.2	ENSG00000254701
ENSG00000253816	AC138866.1	ENSG00000253816
ENSG00000226259	GTF2H2B	ENSG00000226259
ENSG00000269983	AC146944.4	ENSG00000269983
ENSG00000250687	AC146944.2	ENSG00000250687
ENSG00000253333	AC146944.3	ENSG00000253333
ENSG00000196302	AC146944.1	ENSG00000196302
ENSG00000253366	AC139272.1	ENSG00000253366
ENSG00000254335	CDH12P1	ENSG00000254335
ENSG00000172058	SERF1A	ENSG00000172058
ENSG00000172062	SMN1	ENSG00000172062
ENSG00000249437	NAIP	ENSG00000249437
ENSG00000145736	GTF2H2	ENSG00000145736
ENSG00000230847	AC044797.1	ENSG00000230847
ENSG00000251634	AC145138.1	ENSG00000251634
ENSG00000253900	CDH12P4	ENSG00000253900
ENSG00000215630	GUSBP9	ENSG00000215630
ENSG00000235558	AC146949.1	ENSG00000235558
ENSG00000250387	LINC02197	ENSG00000250387
ENSG00000253985	AC145141.2	ENSG00000253985
ENSG00000169040	PMCHL2	ENSG00000169040
ENSG00000249981	AC145141.1	ENSG00000249981
ENSG00000145734	BDP1	ENSG00000145734
ENSG00000253536	AC138832.1	ENSG00000253536
ENSG00000247911	HMGN1P12	ENSG00000247911
ENSG00000131844	MCCC2	ENSG00000131844
ENSG00000164326	CARTPT	ENSG00000164326
ENSG00000278824	AC143336.1	ENSG00000278824
ENSG00000131711	MAP1B	ENSG00000131711
ENSG00000264099	MIR4803	ENSG00000264099
ENSG00000113048	MRPS27	ENSG00000113048
ENSG00000244748	RN7SL153P	ENSG00000244748
ENSG00000049883	PTCD2	ENSG00000049883
ENSG00000244061	AC093278.1	ENSG00000244061
ENSG00000251108	YBX1P5	ENSG00000251108
ENSG00000261269	AC093278.2	ENSG00000261269
ENSG00000178175	ZNF366	ENSG00000178175
ENSG00000248371	LINC02056	ENSG00000248371
ENSG00000251613	AC063979.2	ENSG00000251613
ENSG00000226544	RPL7P22	ENSG00000226544
ENSG00000223497	AC063979.1	ENSG00000223497
ENSG00000206770	Y_RNA	ENSG00000206770
ENSG00000249085	AC035140.1	ENSG00000249085
ENSG00000083312	TNPO1	ENSG00000083312
ENSG00000263593	MIR4804	ENSG00000263593
ENSG00000242602	AC008953.1	ENSG00000242602
ENSG00000271926	AC008972.1	ENSG00000271926
ENSG00000272081	AC008972.2	ENSG00000272081
ENSG00000157107	FCHO2	ENSG00000157107
ENSG00000251467	AC020893.2	ENSG00000251467
ENSG00000248930	AC020893.1	ENSG00000248930
ENSG00000157111	TMEM171	ENSG00000157111
ENSG00000251599	AC116345.3	ENSG00000251599
ENSG00000250747	AC116345.2	ENSG00000250747
ENSG00000164325	TMEM174	ENSG00000164325
ENSG00000249743	AC116345.1	ENSG00000249743
ENSG00000251543	LINC02230	ENSG00000251543
ENSG00000249149	AC099522.1	ENSG00000249149
ENSG00000251493	FOXD1	ENSG00000251493
ENSG00000247993	FOXD1-AS1	ENSG00000247993
ENSG00000251604	LINC01385	ENSG00000251604
ENSG00000251324	LINC01386	ENSG00000251324
ENSG00000272525	AC099522.2	ENSG00000272525
ENSG00000145741	BTF3	ENSG00000145741
ENSG00000255883	FUNDC2P1	ENSG00000255883
ENSG00000164331	ANKRA2	ENSG00000164331
ENSG00000164338	UTP15	ENSG00000164338
ENSG00000214944	ARHGEF28	ENSG00000214944
ENSG00000249293	AC091868.2	ENSG00000249293
ENSG00000184084	AC091868.1	ENSG00000184084
ENSG00000238913	RNU7-196P	ENSG00000238913
ENSG00000259968	AC093283.1	ENSG00000259968
ENSG00000248474	LINC02122	ENSG00000248474
ENSG00000248942	LINC01335	ENSG00000248942
ENSG00000244326	RN7SL814P	ENSG00000244326
ENSG00000251041	AC106732.1	ENSG00000251041
ENSG00000249343	LINC01333	ENSG00000249343
ENSG00000250446	LINC01332	ENSG00000250446
ENSG00000248673	LINC01331	ENSG00000248673
ENSG00000171617	ENC1	ENSG00000171617
ENSG00000049860	HEXB	ENSG00000049860
ENSG00000164347	GFM2	ENSG00000164347
ENSG00000207336	RNU6-658P	ENSG00000207336
ENSG00000164346	NSA2	ENSG00000164346
ENSG00000198780	FAM169A	ENSG00000198780
ENSG00000199645	RNU6-1330P	ENSG00000199645
ENSG00000250071	AC093214.1	ENSG00000250071
ENSG00000271714	AC010501.1	ENSG00000271714
ENSG00000212363	SNORA40	ENSG00000212363
ENSG00000249856	AC116337.3	ENSG00000249856
ENSG00000196390	AC116337.1	ENSG00000196390
ENSG00000239517	AC116337.2	ENSG00000239517
ENSG00000182383	RPL27AP5	ENSG00000182383
ENSG00000249157	AC093259.1	ENSG00000249157
ENSG00000176928	GCNT4	ENSG00000176928
ENSG00000250889	LINC01336	ENSG00000250889
ENSG00000145700	ANKRD31	ENSG00000145700
ENSG00000251663	SUMO2P5	ENSG00000251663
ENSG00000247372	AC008897.2	ENSG00000247372
ENSG00000113161	HMGCR	ENSG00000113161
ENSG00000271815	AC008897.3	ENSG00000271815
ENSG00000113163	COL4A3BP	ENSG00000113163
ENSG00000242198	AC008897.1	ENSG00000242198
ENSG00000122008	POLK	ENSG00000122008
ENSG00000251724	RNU7-175P	ENSG00000251724
ENSG00000248881	AC010245.1	ENSG00000248881
ENSG00000272040	AC010245.2	ENSG00000272040
ENSG00000189045	ANKDD1B	ENSG00000189045
ENSG00000152359	POC5	ENSG00000152359
ENSG00000207333	RNU6-680P	ENSG00000207333
ENSG00000251078	SLC25A5P9	ENSG00000251078
ENSG00000251419	AC108120.3	ENSG00000251419
ENSG00000249301	AC108120.2	ENSG00000249301
ENSG00000248684	BIN2P2	ENSG00000248684
ENSG00000228367	AC108120.1	ENSG00000228367
ENSG00000249777	SAP18P1	ENSG00000249777
ENSG00000251342	AC026774.2	ENSG00000251342
