logFC	logCPM	PValue	adj.p.value
RP11-289I10.2	0.694502	1.01572	0.11308	0.445406
HRCT1	-0.857627	-0.113971	0.113245	0.445937
ALDH1A3	0.69579	1.3348	0.113352	0.446238
CSGALNACT1	-0.366971	2.29223	0.113426	0.44641
ZMYM6	-0.381487	2.55371	0.113504	0.446599
ITGB1	0.130886	6.82119	0.113569	0.446737
RNGTT	0.367995	2.978	0.113638	0.446886
ERAP2	-0.331837	2.61444	0.113688	0.446965
IRAK3	0.375221	2.12978	0.113722	0.446978
DCTN1	0.133828	6.47074	0.113819	0.447127
RNF144B	0.136479	7.08314	0.11382	0.447127
ACTN2	0.116017	12.1346	0.113977	0.447622
RP11-889L3.1	-0.21982	3.72097	0.114154	0.44808
AC079780.3	0.918628	0.0555317	0.114203	0.448152
QARS	-0.129808	7.20262	0.114327	0.448366
TNIK	0.139548	5.49653	0.114336	0.448366
LRRN3	-0.845436	0.74777	0.114428	0.448366
FAM127C	-0.566351	1.41724	0.114473	0.448366
CHST14	-0.499059	1.31812	0.114494	0.448366
MT2P1	0.551577	0.902267	0.114532	0.448366
PTPN4	0.19888	4.74879	0.114538	0.448366
ASAH2B	0.726986	0.315397	0.114556	0.448366
MYOM1	0.113715	10.3916	0.114557	0.448366
ASPSCR1	-0.216244	4.88037	0.114591	0.448366
STAT1	0.147146	5.40741	0.114592	0.448366
IER3	0.632745	1.77793	0.114665	0.448435
RP11-498C9.15	-0.982777	0.0788374	0.11467	0.448435
BANF1P4	-0.392889	1.68255	0.114744	0.448607
GYPC	-0.134401	6.15391	0.11478	0.448627
FTSJ2	-0.197224	3.91087	0.114839	0.448693
ZMYM3	0.253104	3.88027	0.114877	0.448693
MRFAP1L1	-0.158475	5.10104	0.114917	0.448693
BTRC	0.151954	4.86303	0.115129	0.449279
WDR48	0.186751	4.38504	0.11532	0.449858
SELENBP1	-0.182121	5.08915	0.115345	0.449858
RNF157	0.145727	6.20853	0.115369	0.449858
TSPAN3	-0.127114	8.29784	0.115426	0.449863
CLN5	-0.436949	1.45521	0.115432	0.449863
KMT2A	0.176007	5.4872	0.115532	0.45002
ADCY5	0.407816	1.86582	0.115533	0.45002
AC079248.1	-1.24235	0.310263	0.115678	0.450348
COMMD8	0.474908	2.26504	0.115809	0.450739
LINC00106	-0.532226	0.980576	0.115901	0.450976
MFSD11	-0.167707	4.59927	0.116032	0.451271
ATP6V1A	0.260525	4.09078	0.116038	0.451271
DDX60	0.50276	1.62939	0.116076	0.4513
H6PD	-0.134461	7.30171	0.116227	0.451769
SAMD13	-0.687494	0.703414	0.116285	0.451799
KRT10	-0.236058	3.80414	0.116315	0.451799
CENPC	0.42157	2.04848	0.116326	0.451799
ARMC7	-0.374568	1.79823	0.116541	0.452392
SLC3A2	-0.169142	4.69725	0.116733	0.453018
EMX2OS	0.468379	1.81137	0.1169	0.453376
DOLPP1	0.432391	1.86474	0.116917	0.453376
CTB-167B5.2	0.432	1.65877	0.117099	0.453814
RAD51	0.841876	-0.01568	0.117109	0.453814
NBPF9	-0.813549	0.158834	0.117122	0.453814
ABCA2	-0.171972	4.57121	0.11727	0.454106
EFTUD2	0.135451	5.49275	0.117282	0.454106
TAF12	-0.238142	3.55621	0.117367	0.454286
ZNF232	-0.312524	2.38851	0.117404	0.454305
FABP3P2	-0.798861	0.744318	0.117434	0.454305
MTSS1	-0.146425	4.98828	0.11764	0.45489
GAB2	0.283481	3.25437	0.117708	0.45489
INPP1	0.230298	3.76593	0.117809	0.454948
BPTF	-0.125671	6.0363	0.117824	0.454948
PAFAH1B2	0.172473	4.47239	0.117856	0.454948
ESF1	-0.149652	4.86612	0.117861	0.454948
PRMT2	-0.186048	4.28652	0.117887	0.454948
NAGA	0.270604	2.81999	0.117908	0.454948
TPD52L2	-0.140413	5.41097	0.117972	0.455074
PJA1	0.331576	2.72102	0.11807	0.455335
PUF60	-0.145391	5.58886	0.11828	0.456023
PSMD1	-0.127568	7.26881	0.11839	0.456032
TRAF6	0.242051	3.001	0.118408	0.456032
ACN9	-0.27773	2.85661	0.11841	0.456032
DNM1	-0.524483	1.46862	0.118431	0.456032
SUGCT	0.31929	2.73029	0.118437	0.456032
CENPH	-0.721732	0.835268	0.118501	0.45616
UBE2V1	0.364399	2.48656	0.118791	0.456968
ZNF32	-0.168047	4.90781	0.118801	0.456968
FKBP3	-0.125636	7.21222	0.118827	0.456968
SIX2	-0.273884	3.30716	0.118857	0.456968
UTP6	-0.2096	4.18718	0.118866	0.456968
EIF3J-AS1	-0.314971	2.96031	0.118933	0.457108
RGS11	-0.578175	1.61202	0.118964	0.457108
PLXDC1	-0.203527	3.60498	0.119151	0.457494
DDX42	0.118739	6.1706	0.119156	0.457494
GLCCI1	-0.290818	2.6247	0.119165	0.457494
GLTSCR2	-0.15076	6.67298	0.119286	0.457748
RP11-767C1.1	1.23604	0.506013	0.119356	0.4579
PTPRU	0.209575	3.66267	0.119457	0.457903
ARL14EP	0.162824	4.52395	0.119511	0.457903
ANKRD13A	-0.20564	3.78938	0.119517	0.457903
CTA-246H3.11	0.590458	0.776429	0.119529	0.457903
RP4-758J18.13	1.05297	-0.0965903	0.119558	0.457903
ZBTB40	-0.142698	4.94675	0.11958	0.457903
DPP9	0.148969	5.42877	0.119628	0.457903
KLRAP1	-0.765966	0.149787	0.119636	0.457903
ZNF384	0.331144	3.30124	0.11971	0.45795
NFRKB	-0.164659	4.402	0.119739	0.45795
SLC38A9	0.346435	2.09823	0.119742	0.45795
RHOD	-0.277073	2.69471	0.11981	0.458092
MAN2B2	0.43133	1.88061	0.119885	0.458261
TTC30A	0.456319	1.50102	0.119916	0.458261
RP11-458F8.4	-0.315908	2.29531	0.119963	0.458288
DDR1	-0.185485	4.69662	0.119986	0.458288
IGBP1	-0.143513	5.36575	0.120081	0.458411
PARP10	-0.236728	3.64675	0.120081	0.458411
TNFAIP8	-0.873105	0.219963	0.12014	0.458411
SMAD3	0.138235	6.5624	0.120142	0.458411
TOMM40	0.233514	3.83697	0.120272	0.458671
KLF7	0.234064	3.43668	0.120315	0.458716
SPNS2	0.391921	2.06911	0.120396	0.458786
MIR99AHG	0.353747	2.53319	0.120512	0.458995
NUP37	-0.259909	3.12311	0.120513	0.458995
TCF19	-0.379651	1.9956	0.120593	0.459179
TMTC4	0.191825	3.87095	0.120709	0.459506
ZNF559	-0.623051	0.964369	0.12077	0.459607
B4GALT6	0.384794	1.63887	0.120798	0.459607
NOTCH3	0.159146	5.37666	0.120857	0.45971
PPP3CC	0.141829	5.13898	0.120942	0.459821
DGAT1	-0.170482	4.61313	0.120948	0.459821
NDUFAB1	-0.136375	7.01647	0.12103	0.459972
NOL12	-0.464515	1.40917	0.12105	0.459972
HMGN5	-0.380937	1.66317	0.121115	0.459987
NUBPL	0.219904	3.75515	0.121191	0.460003
ANKIB1	0.203171	4.68166	0.121225	0.460003
ANP32AP1	0.48881	1.07777	0.121228	0.460003
CMTM6	0.384852	2.09791	0.121329	0.460114
FANCC	-0.354468	2.56661	0.121494	0.460472
BAZ1B	0.13293	6.01605	0.121589	0.460522
CCT6P3	0.712154	0.502552	0.121592	0.460522
RP11-173M1.8	1.11667	0.152631	0.121756	0.460899
RP11-516A11.1	-0.312549	2.92428	0.121774	0.460899
NOL6	-0.155733	4.88214	0.121794	0.460899
LZTS2	0.157355	4.98234	0.121952	0.461267
ATF7IP	0.131487	5.93517	0.121954	0.461267
RNF130	-0.161993	5.2258	0.122	0.461325
FLJ41941	-0.279432	3.71865	0.122127	0.46136
ATM	0.185801	4.37089	0.122149	0.46136
POU6F1	-0.204725	4.30345	0.122172	0.46136
DMAP1	-0.166119	4.69256	0.122198	0.46136
RP11-582E3.6	-0.344465	1.88427	0.122216	0.46136
AC010976.2	1.00696	0.195808	0.122252	0.46136
RP11-215G15.5	0.328158	2.76104	0.12226	0.46136
CARHSP1	0.371494	2.09964	0.122672	0.462615
BMPER	0.474186	1.39379	0.122722	0.462615
ABHD11	-0.366004	2.41971	0.122749	0.462615
POLI	-0.26988	3.02387	0.122786	0.462636
CYTH3	0.248563	3.95167	0.123065	0.463569
ADRBK1	0.140826	5.52899	0.123227	0.464058
EN1	-0.223149	3.58498	0.123305	0.464168
SMG7	0.154512	5.43805	0.123319	0.464168
CHML	0.299259	3.02021	0.123353	0.46418
IGF1R	0.143428	5.60304	0.123491	0.46446
NDUFA6	-0.127176	6.982	0.123525	0.464471
ALDH6A1	0.162192	4.86004	0.123565	0.464504
RNF114	0.126793	6.03167	0.123629	0.464589
RP11-395P16.1	0.92424	0.651983	0.123651	0.464589
CDC42SE1	0.166707	4.39529	0.123752	0.464767
ACTBP2	0.462184	2.22793	0.12385	0.464767
EIF3C	0.789175	0.307511	0.123856	0.464767
ARHGEF25	-0.422182	1.93165	0.123893	0.464789
SUZ12	0.267827	3.23213	0.123993	0.464909
UCP2	-0.153928	4.90641	0.12405	0.464909
QTRT1	-0.173604	4.28044	0.124051	0.464909
SCML2	0.601946	1.12007	0.124432	0.465854
CECR1	-0.416382	1.70666	0.124448	0.465854
VASH1	0.363806	2.56255	0.124455	0.465854
PCBD2	0.136276	5.08279	0.124457	0.465854
TMEM220-AS1	-0.696708	0.381627	0.124461	0.465854
PARP1P1	0.419604	1.72	0.124538	0.466021
STX3	0.322969	2.6758	0.124666	0.466284
RABIF	-0.511638	1.68793	0.124671	0.466284
CARS2	-0.147518	5.3598	0.124805	0.466462
NAA15	0.150825	5.38783	0.124843	0.466462
CRB1	-0.896425	-0.15376	0.124853	0.466462
TAF6	0.190419	3.86426	0.124876	0.466462
GHR	0.120278	6.1755	0.124877	0.466462
GBX1	-0.347725	2.54178	0.124925	0.466525
RAI14	-0.669797	0.702489	0.124958	0.466527
GDPD5	-0.31571	3.08841	0.125235	0.467447
RNF138	0.429381	1.41358	0.125527	0.468416
PLEKHM2	0.132598	6.81383	0.125727	0.468807
RP11-588K22.2	0.612885	1.45631	0.125835	0.468885
ST6GALNAC3	1.15306	0.295829	0.125894	0.468954
PAPSS2	0.402803	1.88545	0.126111	0.469645
IZUMO4	-0.71158	0.246655	0.126328	0.470335
CATSPER3	-0.825609	0.168083	0.12658	0.471152
WDR45	-0.182648	4.18612	0.126647	0.471185
TRIM69	0.144354	5.35074	0.126652	0.471185
LPP-AS2	-0.829902	0.0520679	0.126896	0.471974
SEC22C	0.207799	3.89592	0.127019	0.472312
ACE	-0.317809	2.57873	0.127201	0.472868
LINC00202-1	-0.703078	2.09362	0.127275	0.473023
EP400NL	0.349547	2.69291	0.127323	0.473083
PSMB4	-0.139126	6.13388	0.127414	0.473301
TBC1D10A	0.571088	0.537509	0.127446	0.473302
TTF2	-0.336589	2.81751	0.127644	0.473917
HNRNPA1	0.1331	5.71115	0.127763	0.474094
ATF1	0.218984	4.16152	0.127872	0.474094
SKP1	-0.12278	6.75951	0.127879	0.474094
SYS1	-0.211183	3.80345	0.127884	0.474094
COMMD6	-0.229166	3.63158	0.12794	0.47418
PAXIP1	0.317076	2.55526	0.128205	0.475043
CFD	-0.221821	5.16745	0.12837	0.475329
PSTK	0.596487	1.14294	0.128397	0.475329
NUDT5	-0.456267	2.39373	0.128411	0.475329
RPL30P14	-0.37837	2.25436	0.128538	0.475682
ZDHHC4	-0.188817	4.55091	0.12864	0.475841
EPN2	0.208876	3.85045	0.128646	0.475841
C1orf158	-0.820964	1.06839	0.128692	0.475891
SFXN2	-0.713153	0.142242	0.128724	0.475891
RP1-5O6.6	0.599146	0.713064	0.128812	0.476099
ZNF521	0.515455	1.27183	0.128974	0.476579
TIMM50	-0.149683	5.11932	0.129015	0.476594
UCHL1	0.488882	2.78847	0.129075	0.476594
RYK	0.165783	4.53414	0.129192	0.476905
LMBRD2	0.238539	3.9805	0.129295	0.477166
CAP2	0.115776	8.74742	0.129334	0.477189
DNAJB9	0.200007	4.25017	0.129403	0.477325
DENND1A	-0.249507	3.76013	0.12956	0.477472
C11orf58	0.158117	5.72605	0.129567	0.477472
EEF1B2P3	-0.155179	5.02241	0.129572	0.477472
S1PR3	0.749057	1.18823	0.129627	0.477479
EIF2B4	-0.160512	4.57499	0.129669	0.477479
PPP1CB	0.120126	8.77253	0.129676	0.477479
CRABP2	-0.635688	0.634024	0.129704	0.477479
NINJ1	0.377931	2.59698	0.129785	0.477623
CD200	0.738666	0.674228	0.129808	0.477623
KLHDC10	0.133669	5.76451	0.129856	0.477681
SEPW1P	-0.20773	4.29118	0.129932	0.477738
DGUOK	-0.2781	2.65235	0.129936	0.477738
SFMBT1	0.261424	4.12312	0.129999	0.477799
OLFML2A	-0.232742	3.47361	0.130017	0.477799
LINC00882	-0.479816	1.19657	0.130345	0.478529
LYPLA1P3	0.540778	1.37433	0.130346	0.478529
CDK18	0.420618	1.49704	0.130501	0.478981
C1orf122	-0.198415	4.0471	0.130547	0.47903
ADAM19	0.246951	3.66556	0.130586	0.479052
AMPD1	-0.107272	9.49461	0.130621	0.479062
TRMT11	0.285614	2.64629	0.130726	0.479119
SLC9A7	0.19319	4.54038	0.130726	0.479119
USP21	-0.245729	4.2518	0.130748	0.479119
FRRS1	0.559446	0.753866	0.130766	0.479119
UBE2MP1	-0.307743	3.00915	0.130808	0.479144
TTPAL	-0.558122	2.11001	0.13088	0.479144
HSDL2	0.131236	7.35974	0.130898	0.479144
SRFBP1	0.299707	2.7383	0.130951	0.479144
FAM65C	-0.249493	2.92068	0.131	0.479144
IL11RA	-0.277983	3.55828	0.131001	0.479144
PPP1R10	0.398584	4.44841	0.131082	0.479324
UBR7	0.216218	3.96921	0.131212	0.47957
WHSC1	0.137855	5.07082	0.131244	0.47957
MRPS23	-0.191112	4.54327	0.131247	0.47957
C8orf44	-0.369756	1.73814	0.131294	0.479594
SP4	0.284799	3.08964	0.131366	0.479594
AP1M1	-0.177087	4.29695	0.131411	0.479594
SLC22A3	-0.17559	4.81567	0.131416	0.479594
SLC26A6	-0.193461	3.79358	0.131538	0.479779
WDR91	-0.234503	3.12433	0.131588	0.479779
TSSK4	-0.564529	0.677127	0.13164	0.479779
HDAC9	0.159402	4.80319	0.131649	0.479779
RP11-87H9.4	0.768257	0.174865	0.131656	0.479779
RDH5	0.352503	2.41212	0.131662	0.479779
ZNF235	-0.392688	1.44853	0.131764	0.480033
CLDND1	0.180546	4.41713	0.131834	0.480132
LSM14A	0.119282	6.31017	0.131878	0.480132
NDRG4	-0.216531	3.6533	0.131889	0.480132
MAU2	-0.122192	6.41896	0.131996	0.480397
ATP6V1B2	0.121365	5.91221	0.132042	0.480397
BCOR	0.183723	4.67331	0.13206	0.480397
BRF1	-0.188381	4.3534	0.132205	0.480807
CSNK1E	0.133019	5.40444	0.13243	0.481508
STAG1	0.158076	4.83074	0.132566	0.481684
DDI2	0.1546	6.414	0.132576	0.481684
KIAA1109	0.140132	6.92	0.132616	0.481707
MBD3	0.128145	5.2393	0.132752	0.481966
MTMR3	0.229211	3.74409	0.132791	0.48199
DUSP13	-0.128081	7.56122	0.132834	0.482025
KLHL34	0.162253	5.95593	0.132918	0.48221
TPM3P4	-0.602951	0.742926	0.133004	0.482406
UNC5B	0.350181	2.08006	0.133122	0.482715
ARMC6	-0.209544	3.55212	0.133156	0.48272
TMEM126B	-0.169561	4.17491	0.133229	0.48277
JADE2	0.27628	3.1301	0.133265	0.48277
PEX16	-0.302071	2.49739	0.133268	0.48277
ATP6V1E1P1	0.457698	1.84903	0.133371	0.483025
MYPN	0.11094	9.30582	0.133465	0.483233
SLC39A6	-0.200654	3.90008	0.133528	0.483236
PPIL2	-0.161525	4.62236	0.133582	0.483314
RP5-961K14.1	0.439846	1.26812	0.13375	0.483804
HS3ST5	-0.295359	2.65	0.133801	0.483868
METTL7A	-0.142574	6.35531	0.133842	0.483897
KLHL28	0.232167	3.63799	0.133909	0.483986
NOB1	-0.317618	2.46746	0.133957	0.483986
CD40	-0.333847	1.99428	0.133965	0.483986
VASN	0.748759	0.272684	0.134126	0.484449
UBASH3B	-0.711227	0.592912	0.134172	0.484496
RP11-342K2.1	0.793945	0.138018	0.134318	0.484788
KL	-0.788566	0.340933	0.134457	0.485171
PFKFB3	0.322474	7.30704	0.134591	0.485476
RNF125	-0.455542	1.65611	0.134608	0.485476
AC006548.28	-0.648533	0.468462	0.134684	0.485522
GPAA1	-0.134934	5.09159	0.134692	0.485522
P4HA2	0.308964	2.82269	0.134719	0.485522
PGF	0.438072	1.87007	0.13477	0.485585
SON	0.123656	7.28774	0.134807	0.485602
OTUB1	-0.158166	4.72553	0.135072	0.486343
FLNA	0.268195	5.68817	0.135141	0.486343
TRIM33	0.226448	4.41805	0.135145	0.486343
C12orf43	-0.346369	2.38813	0.135309	0.486814
PRR12	-0.157917	4.36929	0.135396	0.486942
GLDC	-0.653541	0.302803	0.13541	0.486942
IFT57	0.360989	2.28421	0.13559	0.487363
DEGS1	0.27297	3.23386	0.135772	0.487616
ZNF302	-0.127657	5.19826	0.135786	0.487616
RSBN1	0.236112	3.41065	0.135815	0.487616
S100A6	-0.287309	5.2546	0.135888	0.487616
MORF4L2	0.119548	6.99552	0.135955	0.487616
GAS6-AS2	-0.713035	0.266289	0.135971	0.487616
RP11-104N10.2	-0.472696	1.72973	0.135984	0.487616
MID1IP1	0.13734	6.84771	0.135994	0.487616
DBN1	0.214193	3.81706	0.136069	0.487675
FAM184A	-0.644889	0.122453	0.136077	0.487675
NARS2	0.181107	4.09818	0.136165	0.487713
MTMR7	-0.704951	0.0302939	0.136171	0.487713
FAM181A	0.856652	0.107834	0.136187	0.487713
YPEL2	0.149481	5.93878	0.136256	0.48775
ERBB2	-0.177039	4.60875	0.136304	0.48775
TMEM33	0.244718	3.35899	0.136325	0.48775
SOX7	0.363608	2.46399	0.136417	0.48775
UROD	-0.146023	5.20128	0.136484	0.48775
PRPF31	0.239838	3.78018	0.136485	0.48775
MIPOL1	-0.401789	1.75374	0.136552	0.48775
CLEC2D	-0.386014	1.77024	0.136558	0.48775
TMEM79	-0.688628	0.605607	0.136577	0.48775
KATNAL2	-0.550731	0.988216	0.136616	0.48775
RP1-159A19.3	-0.256774	3.19469	0.136627	0.48775
TEF	-0.114084	6.06475	0.136675	0.487789
APOL3	-0.214459	3.53743	0.13672	0.487789
CUL3	0.134141	6.74736	0.136769	0.487789
LDHAP7	-0.200516	3.68425	0.13677	0.487789
B4GALT5	0.148153	6.15888	0.137045	0.48865
NPAT	0.304098	2.57617	0.137162	0.488913
NXT2	-0.657252	0.366922	0.137197	0.488913
ETF1P2	0.587921	1.19278	0.13729	0.489052
TBCE	-0.150182	4.91746	0.137417	0.489385
GNAS	-0.117346	10.1716	0.137459	0.489416
PDXK	0.184945	4.21916	0.137514	0.489489
KCNJ14	-0.64308	0.386533	0.137545	0.489489
FGD6	0.306485	2.63607	0.137613	0.489529
TPM3	-0.184038	11.2721	0.137623	0.489529
ITGAM	0.586807	0.639989	0.13775	0.489863
LAMP2	0.118386	6.91131	0.137798	0.489914
KHSRPP1	-0.608451	0.538441	0.137843	0.489956
NSMCE2	0.24243	3.68199	0.137928	0.490142
MOB2	-0.16814	4.48673	0.137968	0.490164
AC093106.5	-0.292217	2.59663	0.13805	0.490177
RP11-226L15.5	-0.736217	-0.0976101	0.138065	0.490177
FAM122A	-0.241932	3.664	0.138071	0.490177
EIF4G1	0.115318	8.74362	0.13812	0.490232
RPS7	-0.238475	3.67548	0.13821	0.490347
CWC27	-0.155403	4.66616	0.138219	0.490347
ZZZ3	0.197457	4.22501	0.138436	0.490927
TRIB2	-0.215629	3.40878	0.138479	0.490927
LCN8	-0.778101	0.3276	0.138482	0.490927
IGF1	-0.22943	4.13427	0.138655	0.491304
ZMIZ2	-0.160586	4.3276	0.138816	0.491655
CCDC141	0.187463	4.23486	0.138835	0.491655
DIMT1	0.308067	2.9434	0.138854	0.491655
CPT1A	0.296529	3.41238	0.138939	0.491838
CCDC159	-0.38024	2.03726	0.139048	0.492106
CRCP	-0.237902	3.41541	0.139307	0.492905
TANGO2	-0.251218	3.1649	0.139603	0.493833
PTRH2	-0.266746	2.90099	0.139682	0.493995
LINC01003	-0.274496	2.70472	0.139771	0.494117
TVP23C	-0.713536	-0.17245	0.139784	0.494117
C15orf41	0.288684	3.06669	0.139848	0.494225
DHX16	0.189523	4.84122	0.139887	0.494245
LIPE	0.39961	2.2886	0.139988	0.494262
PLIN5	-0.156797	5.61144	0.139995	0.494262
GOT2P2	0.290204	2.5618	0.140034	0.494262
MED28	-0.131379	5.55957	0.140098	0.494262
OPHN1	-0.207856	3.53646	0.140221	0.494262
RAPH1	0.402618	1.64941	0.140238	0.494262
TOX4P1	0.865478	0.29414	0.140242	0.494262
SGK3	-0.539435	1.34652	0.140311	0.494262
CTNNBL1	-0.221988	3.65304	0.14036	0.494262
SMIM2-AS1	-0.632719	0.145484	0.140404	0.494262
IDI2	0.201305	4.36897	0.140409	0.494262
DNAJB11	-0.158835	4.31745	0.140466	0.494262
RP11-65L3.1	-0.62613	0.610705	0.140468	0.494262
JAK1	0.115278	6.82365	0.140485	0.494262
PTP4A1	0.107927	8.84461	0.140547	0.494323
WASF2	0.205574	4.19754	0.140597	0.494323
PSMB1	-0.121081	6.13631	0.140649	0.494323
RP5-1074L1.4	0.254401	2.86703	0.140662	0.494323
AF127936.7	-0.503371	1.09132	0.140688	0.494323
TCTN2	-0.553263	0.917069	0.140713	0.494323
GANC	-0.143882	4.8526	0.140969	0.494984
TLCD2	0.588905	0.884232	0.141019	0.494984
RP4-800G7.2	-0.339533	1.88462	0.141085	0.494984
APOO	-0.206437	4.16518	0.141087	0.494984
APH1B	0.364362	2.12414	0.141112	0.494984
CACUL1	0.135631	5.70542	0.141136	0.494984
TEX10	0.182247	3.88196	0.141214	0.495059
KANSL1-AS1	-0.418536	1.67851	0.141226	0.495059
MAP1A	0.329438	2.96091	0.141398	0.495432
MYH4	-0.361997	2.14411	0.141502	0.495442
RP11-67L2.2	-0.181401	4.9782	0.141527	0.495442
LINC01479	-0.524136	1.51605	0.141544	0.495442
WWP1P1	0.145391	4.66218	0.141562	0.495442
CNOT4	0.153857	4.81798	0.141587	0.495442
CDC42SE2	0.216788	3.75398	0.141603	0.495442
CCDC34	-0.512208	1.08694	0.141781	0.49575
RP11-1055B8.4	-0.744397	0.099729	0.141812	0.49575
ATAD2	0.455222	1.4186	0.141825	0.49575
RP11-15I11.3	-0.724701	0.152652	0.141825	0.49575
EBF1	-0.297994	2.58296	0.141865	0.495754
HIBADH	0.120265	6.48003	0.142302	0.497061
NMD3	0.201825	4.25008	0.14243	0.497391
SESTD1	0.269666	3.07897	0.142469	0.497411
ALDH1A2	0.272902	3.17807	0.142605	0.497767
NTMT1	-0.178632	4.16426	0.142683	0.497855
SMAD9	-0.254817	2.82666	0.14273	0.497855
AZI2	0.260949	3.15296	0.142731	0.497855
C11orf49	0.325662	2.37946	0.142789	0.497939
ZNF133	-0.242523	3.34187	0.14289	0.498081
HYAL4	-0.647617	1.78042	0.142897	0.498081
POP5	-0.261887	2.51991	0.142985	0.498267
AAR2	-0.219816	3.52194	0.143057	0.49835
PTMAP5	0.517105	0.747978	0.143076	0.49835
MPC1	-0.141889	6.59962	0.143191	0.498514
HS6ST2	0.295074	2.93351	0.143429	0.49911
MED11	-0.272868	2.65176	0.143697	0.499806
THAP9	0.241304	3.33641	0.143816	0.499982
CTSC	-0.234424	3.50587	0.143836	0.499982
STAG3L2	-0.379488	2.01197	0.143883	0.499982
GDI2	0.123621	5.97267	0.144147	0.500779
FAM127B	-0.351188	2.32217	0.144478	0.501812
MTHFD1P1	0.358269	2.25419	0.144687	0.502419
RNF139-AS1	-0.63826	0.338441	0.144737	0.502471
FAM151A	0.95754	0.0117812	0.14477	0.502471
CSTB	-0.190608	4.41969	0.145099	0.502968
RP11-452N17.1	-0.249261	3.63144	0.145123	0.502968
CDKN2C	-0.186976	3.67827	0.145133	0.502968
UBAP2L	0.115215	6.05057	0.145172	0.502968
C11orf95	0.20753	3.43271	0.145186	0.502968
MON2	0.168766	4.28088	0.145291	0.503137
RCOR1	0.158707	4.49828	0.145303	0.503137
TM9SF4	-0.147522	5.02269	0.145469	0.503524
ACADM	0.116927	8.05365	0.145483	0.503524
SLC44A2	-0.119051	6.59257	0.145529	0.503564
RP11-418J17.1	0.419194	1.3591	0.145622	0.503712
C19orf47	-0.124174	6.02434	0.14564	0.503712
ERO1L	0.239502	3.33802	0.145694	0.503772
WBP11P1	0.399055	1.64261	0.145725	0.503772
MFAP3	0.229624	3.49184	0.145859	0.504004
FMOD	0.393176	1.88794	0.145927	0.504113
ARRB2	0.296163	2.31526	0.145974	0.504157
YWHAG	0.108135	8.96902	0.146123	0.504554
HAUS5	-0.31124	2.46614	0.146212	0.504642
GNG2	-0.40622	1.38228	0.146223	0.504642
METTL7B	-0.651911	0.718656	0.146251	0.504642
EEF1E1	-0.459733	1.36454	0.146354	0.50488
ZNF624	-1.1297	-0.118042	0.14645	0.505093
EBPL	-0.577882	0.941766	0.146503	0.505159
SLC27A4	-0.294209	2.81426	0.146544	0.505181
COL1A2	0.153665	6.43003	0.146641	0.505361
PSME3	0.133767	5.22657	0.146665	0.505361
ZNF101	-0.492671	0.998788	0.146734	0.505417
SKP1P1	-0.194117	4.14165	0.146749	0.505417
RP11-1023L17.1	0.760933	0.538971	0.146967	0.505833
RP11-315I20.1	0.812133	0.323172	0.146973	0.505833
STX5	0.270425	3.15341	0.147084	0.506098
DDX56	-0.172469	4.62248	0.147285	0.506498
PHB	0.162469	4.83189	0.147319	0.506498
KCNIP2	-0.372525	2.17325	0.147338	0.506498
SEC11C	-0.342563	2.14981	0.147503	0.506866
PCNT	0.115734	7.64184	0.147641	0.506866
TSPYL5	0.211412	4.01474	0.147656	0.506866
EIF3IP1	-0.40933	1.53375	0.147705	0.506866
RPGRIP1L	0.54284	0.852993	0.14772	0.506866
TRAPPC4	-0.189194	4.02879	0.147737	0.506866
TTL	0.115241	6.50923	0.147745	0.506866
LZTFL1	-0.364241	1.90834	0.147748	0.506866
ROCK1	-0.162489	5.12614	0.147754	0.506866
ACER3	0.369858	1.67839	0.147856	0.506984
SEC11A	-0.12888	5.74746	0.147858	0.506984
OSER1-AS1	-0.25012	3.18988	0.148044	0.507386
MTMR9	0.182908	3.92179	0.148293	0.508123
TOM1L2	0.124457	6.48839	0.148481	0.508587
ZNF407	0.197707	3.66662	0.148497	0.508587
ATHL1	-0.318779	2.34077	0.148896	0.509596
IMPDH2	-0.118064	6.38162	0.148934	0.50961
SOX4	-0.413022	2.38373	0.149021	0.509788
ANKRD29	-0.44673	1.53625	0.149067	0.509826
ZCCHC8	0.169321	4.53584	0.149165	0.509863
CHAC1	1.00482	0.225901	0.149169	0.509863
ALG8	-0.324463	2.45524	0.149181	0.509863
TPTEP1	0.306549	2.75937	0.149298	0.509983
ATP5G1P4	-0.366636	1.67387	0.149354	0.509983
CLEC11A	-0.567353	0.796105	0.149387	0.509983
MBD6	-0.162363	4.76698	0.149422	0.509983
CEP131	-0.246951	2.69257	0.149423	0.509983
ERHP1	0.490319	0.677919	0.149574	0.510216
RP11-174O3.1	-0.680866	0.429723	0.149624	0.510216
RPRD2	0.117572	5.60981	0.14968	0.510216
SLC27A3	-0.49063	1.83239	0.149704	0.510216
TMEM30B	-0.621583	0.551216	0.149707	0.510216
SNX17	-0.152988	4.73327	0.149791	0.510216
RBM10	0.180325	3.97538	0.149801	0.510216
ALG2	0.284154	3.02038	0.149809	0.510216
RAB7A	-0.117216	7.72336	0.149815	0.510216
FAM133B	-0.425636	1.29765	0.150019	0.510714
CAPZA1	0.185635	4.17214	0.150057	0.510725
FTLP2	-0.526328	1.33707	0.150284	0.511262
IRF2	0.191767	4.16471	0.15035	0.511356
RP11-305E6.4	0.732695	0.409752	0.150397	0.511356
